metric,run,depth,seed,n,spearman_abs_relative_vs_progress,early_median_abs_relative,late_median_abs_relative
curvature/vhv_update,d12-s7,12,7,30,-0.19911012235817574,0.0022975758345367896,0.0012550369379147968
curvature/vhv_update,d12-s8,12,8,30,-0.040711902113459396,0.0023994220006329403,0.002215786872673159
curvature/vhv_update,d12-s9,12,9,30,-0.12035595105672969,0.0025179480332649454,0.003443275467777741
curvature/vhv_update,d14-s7,14,7,32,-0.10483870967741933,0.0018311881027409688,0.0019153451617267736
curvature/vhv_update,d16-s7,16,7,33,-0.22927807486631016,0.0023523148078863571,0.0032451515299886302
update/actual,d12-s10,12,10,30,0.74238042269187987,0.012634348141080991,0.15103599440053578
update/actual,d12-s11,12,11,30,0.50344827586206897,0.012369179781093035,0.31235084946329927
update/actual,d12-s7,12,7,30,0.6587319243604004,0.015228657188170465,0.40600573723278643
update/actual,d12-s8,12,8,30,0.73526140155728581,0.010030055164161441,0.15748310067735677
update/actual,d12-s9,12,9,30,0.62536151279199104,0.012006426910908006,0.34548232956798064
update/actual,d14-s7,14,7,32,0.67778592375366564,0.018887611780913485,0.55685099342916455
update/actual,d16-s7,16,7,33,0.52272727272727282,0.013228197855840493,0.43436604540029061
update/direction_norm,d12-s10,12,10,30,,0,0
update/direction_norm,d12-s11,12,11,30,,0,0
update/direction_norm,d12-s7,12,7,30,,0,0
update/direction_norm,d12-s8,12,8,30,,0,0
update/direction_norm,d12-s9,12,9,30,,0,0
update/direction_norm,d14-s7,14,7,32,,0,0
update/direction_norm,d16-s7,16,7,33,,0,0
update/loss_after,d12-s10,12,10,30,0.3543937708565072,0.00011751829647980301,0.00047952567501259775
update/loss_after,d12-s11,12,11,30,0.43759733036707454,0.00019662118442583513,0.00052766007362343417
update/loss_after,d12-s7,12,7,30,0.28498331479421579,0.00017361408422073108,0.00042016113435624754
update/loss_after,d12-s8,12,8,30,0.48075639599555064,0.00010290931195782347,0.00034321606979814163
update/loss_after,d12-s9,12,9,30,0.28186874304783094,0.00019852158545199665,0.00066265824396448229
update/loss_after,d14-s7,14,7,32,0.1499266862170088,0.00021376054541237386,0.00049448768692971043
update/loss_after,d16-s7,16,7,33,0.47493315508021394,0.00026940752155543278,0.00066899986530827207
update/loss_before,d12-s10,12,10,30,0.3454949944382647,0.0001726783781399478,0.00044893626378506187
update/loss_before,d12-s11,12,11,30,0.44916573971078977,8.9800751502723563e-05,0.0003655245266216412
update/loss_before,d12-s7,12,7,30,0.44204671857619582,0.00016060902260781892,0.00055277640543746902
update/loss_before,d12-s8,12,8,30,0.46073414905450494,0.00013500252046974814,0.00042613048988832824
update/loss_before,d12-s9,12,9,30,0.48520578420467192,0.00014917423002326269,0.00039671212375729593
update/loss_before,d14-s7,14,7,32,0.2283724340175953,6.7138727342766019e-05,0.00028794237411484432
update/loss_before,d16-s7,16,7,33,0.40842245989304815,0.00011395507688196023,0.00045990653889009211
update/normalized_residual,d12-s10,12,10,30,0.39933259176863178,0.27203225927259606,18.632519854005501
update/normalized_residual,d12-s11,12,11,30,0.30189098998887653,0.20522192417481538,26.533135298087686
update/normalized_residual,d12-s7,12,7,30,0.38687430478309232,0.41170956753912702,169.53293226086453
update/normalized_residual,d12-s8,12,8,30,0.39087875417130141,0.41104015775791369,181.4554132525104
update/normalized_residual,d12-s9,12,9,30,0.51857619577308123,0.12809148916124219,226.46370045808379
update/normalized_residual,d14-s7,14,7,32,0.40285923753665687,0.35871836223028647,37.140161898592496
update/normalized_residual,d16-s7,16,7,33,0.41744652406417115,0.18269307905680171,70.230006708688222
update/p1,d12-s10,12,10,30,0.53859844271412682,0.00090796361497964481,0.013264518764860268
update/p1,d12-s11,12,11,30,0.39710789766407117,0.0010852211380466357,0.0072441969130790712
update/p1,d12-s7,12,7,30,0.39310344827586208,0.0018412286458858458,0.0090582960618396727
update/p1,d12-s8,12,8,30,0.435817575083426,0.0023626875568089891,0.0077684281071282195
update/p1,d12-s9,12,9,30,0.44872080088987759,0.00107190719643098,0.008427201696994251
update/p1,d14-s7,14,7,32,0.54068914956011727,0.0020962759113802082,0.022668438218276882
update/p1,d16-s7,16,7,33,0.56082887700534756,0.0029587333873103698,0.025635395107927873
update/p2,d12-s10,12,10,30,0.41357063403781974,0.0041184247359421673,0.012256468978032274
update/p2,d12-s11,12,11,30,0.24404894327030033,0.0022580600134633291,0.011748886042723969
update/p2,d12-s7,12,7,30,0.2413793103448276,0.0040997455943961973,0.0075704462399775593
update/p2,d12-s8,12,8,30,0.36418242491657399,0.0019607635082360283,0.0071068277126230955
update/p2,d12-s9,12,9,30,0.28854282536151277,0.0034758942443809783,0.0060239633675666362
update/p2,d14-s7,14,7,32,0.39369501466275653,0.0043127416166720963,0.012612231208851681
update/p2,d16-s7,16,7,33,0.41176470588235298,0.0037291675768472976,0.031642340390490256
update/residual_p1,d12-s10,12,10,30,0.34015572858731924,0.0089525347053238426,0.18933243296602822
update/residual_p1,d12-s11,12,11,30,0.2649610678531702,0.013489271366093313,0.35872017193202999
update/residual_p1,d12-s7,12,7,30,0.42157953281423799,0.016136987773237271,0.97504132742566452
update/residual_p1,d12-s8,12,8,30,0.42958843159065629,0.01175114936037608,0.53581245311184256
update/residual_p1,d12-s9,12,9,30,0.45494994438264746,0.012722999369926838,0.88805434576266729
update/residual_p1,d14-s7,14,7,32,0.31378299120234598,0.027425314482742599,0.33377446604706001
update/residual_p1,d16-s7,16,7,33,0.29712566844919791,0.015366364083200627,0.53213273611493606
update/residual_p2,d12-s10,12,10,30,0.40600667408231367,0.29243231775212059,21.665538678424113
update/residual_p2,d12-s11,12,11,30,0.29299221357063404,0.21818162063912508,32.404373808621095
update/residual_p2,d12-s7,12,7,30,0.38242491657397104,0.58516665737750484,226.94781169611298
update/residual_p2,d12-s8,12,8,30,0.39399332591768632,0.41914692439516554,180.33699528968509
update/residual_p2,d12-s9,12,9,30,0.52169076751946608,0.14721835873860534,290.14745335231527
update/residual_p2,d14-s7,14,7,32,0.42851906158357767,0.37641367707868106,44.265260569587682
update/residual_p2,d16-s7,16,7,33,0.44418449197860971,0.19587794604637762,306.11981115643471
