rank,tier,metric,acceptance_arm,family,direction,probe_sampled,certification,raw_rows_five_runs,selected_defined_rows_five_runs,union_row_keys,aligned_row_keys,row_key_coverage,aligned_elements,early_elements,late_elements,vector_length_mismatch_keys,typical_absolute_spread,worst_absolute_spread,typical_relative_spread,worst_relative_spread,early_typical_relative_spread,late_typical_relative_spread,zero_median_fraction,infinite_relative_fraction,utility_band,flags
36,periodic,probe/segment_lengths,none,periodic:probe/segment_lengths,none,True,not_applicable,250,250,50,50,1.0,2025,324,1701,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,probe
37,sparse,curvature/arith_eps,native,sparse:curvature/arith_eps [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
38,sparse,curvature/arith_eps,shadow_fp32,sparse:curvature/arith_eps [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,probe
39,sparse,curvature/curv_eps_gradient,native,sparse:curvature/curv_eps_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.07,0.0,0.7000000000000001,0.0,0.0,0.0,0.0,intermediate,"probe,uncertified"
40,sparse,curvature/eta_star_rho_threshold,native,sparse:curvature/eta_star_rho_threshold [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
41,sparse,curvature/eta_star_rho_threshold,shadow_fp32,sparse:curvature/eta_star_rho_threshold [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,pass-only"
42,sparse,curvature/fd_conclusive_gradient,native,sparse:curvature/fd_conclusive_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tight,"probe,uncertified"
43,sparse,curvature/fd_conclusive_gradient,shadow_fp32,sparse:curvature/fd_conclusive_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,pass-only"
44,sparse,curvature/fd_conclusive_random,native,sparse:curvature/fd_conclusive_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tight,"probe,uncertified"
45,sparse,curvature/fd_conclusive_update,native,sparse:curvature/fd_conclusive_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tight,"probe,uncertified"
46,sparse,curvature/fd_eps_gradient,native,sparse:curvature/fd_eps_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
47,sparse,curvature/fd_sweep_conclusive_gradient,native,sparse:curvature/fd_sweep_conclusive_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tight,"probe,uncertified"
48,sparse,curvature/fd_sweep_conclusive_gradient,shadow_fp32,sparse:curvature/fd_sweep_conclusive_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,150,42,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,pass-only"
49,sparse,curvature/fd_sweep_conclusive_random,native,sparse:curvature/fd_sweep_conclusive_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tight,"probe,uncertified"
50,sparse,curvature/fd_sweep_conclusive_update,native,sparse:curvature/fd_sweep_conclusive_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tight,"probe,uncertified"
51,sparse,curvature/fd_sweep_cos_valid_gradient,native,sparse:curvature/fd_sweep_cos_valid_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
52,sparse,curvature/fd_sweep_cos_valid_gradient,shadow_fp32,sparse:curvature/fd_sweep_cos_valid_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,150,42,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,pass-only"
53,sparse,curvature/fd_sweep_cos_valid_random,native,sparse:curvature/fd_sweep_cos_valid_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
54,sparse,curvature/fd_sweep_cos_valid_update,native,sparse:curvature/fd_sweep_cos_valid_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
55,sparse,curvature/fd_sweep_eps_gradient,native,sparse:curvature/fd_sweep_eps_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
56,sparse,curvature/fd_sweep_eps_gradient,shadow_fp32,sparse:curvature/fd_sweep_eps_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,150,42,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,pass-only"
57,sparse,curvature/fd_sweep_eps_random,native,sparse:curvature/fd_sweep_eps_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
58,sparse,curvature/fd_sweep_eps_update,native,sparse:curvature/fd_sweep_eps_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
59,sparse,curvature/native_verdict_code,native,sparse:curvature/native_verdict_code [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
60,sparse,curvature/shadow_verdict_code,shadow_fp32,sparse:curvature/shadow_verdict_code [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,intermediate,probe
61,sparse,curvature/sweep_eps_gradient,native,sparse:curvature/sweep_eps_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
62,sparse,curvature/sweep_eps_gradient,shadow_fp32,sparse:curvature/sweep_eps_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,175,49,126,0,0.0,0.012795070186257362,0.0,0.8257418732399204,0.0,0.0,0.0,0.0,intermediate,"probe,pass-only"
63,sparse,curvature/sweep_eps_random,native,sparse:curvature/sweep_eps_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
64,sparse,curvature/sweep_eps_update,native,sparse:curvature/sweep_eps_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
65,sparse,curvature/verdict_code_gradient,native,sparse:curvature/verdict_code_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
66,sparse,curvature/verdict_code_gradient,shadow_fp32,sparse:curvature/verdict_code_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,tight,"probe,pass-only"
67,sparse,curvature/verdict_code_random,native,sparse:curvature/verdict_code_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
68,sparse,curvature/verdict_code_update,native,sparse:curvature/verdict_code_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,"probe,uncertified"
69,sparse,overhead/grads_ready/calibration/work,none,sparse:overhead/grads_ready/calibration/work,none,False,not_applicable,150,150,30,30,1.0,30,13,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,-
70,sparse,overhead/muon_reference/work,none,sparse:overhead/muon_reference/work,none,False,not_applicable,150,150,30,30,1.0,30,13,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,-
71,sparse,overhead/probe_grad_sketch/work,none,sparse:overhead/probe_grad_sketch/work,none,False,not_applicable,150,150,30,30,1.0,30,13,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,-
72,sparse,overhead/theta_snapshot/work,none,sparse:overhead/theta_snapshot/work,none,False,not_applicable,150,150,30,30,1.0,30,13,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,-
73,sparse,overhead/update_effectiveness/work,none,sparse:overhead/update_effectiveness/work,none,False,not_applicable,150,150,30,30,1.0,30,12,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tight,-
74,periodic,optim/muon_second_momentum_mean,none,periodic:optim/muon_second_momentum_mean,none,False,not_applicable,9750,9360,1872,1872,1.0,1872,234,1638,0,2.9103830456733704e-11,2.2351741790771484e-08,8.940696449855076e-08,3.5762785799420303e-07,8.940696449855076e-08,8.940696449855076e-08,0.0,0.0,tight,-
75,periodic,muon/data_norm,none,periodic:muon/data_norm,none,False,not_applicable,9750,9750,1950,1950,1.0,1950,312,1638,0,5.974286287901975e-08,3.026516479653907e-07,1.5896743260350785e-07,3.698317804276629e-07,1.390606875723864e-07,1.6263523990987593e-07,0.027692307692307693,0.0,tight,-
76,periodic,muon/u_final_norm_observed,none,periodic:muon/u_final_norm_observed,none,False,not_applicable,9750,9750,1950,1950,1.0,1950,312,1638,0,4.221027246842368e-06,1.0247083874759255e-05,1.59042985133531e-07,3.6975982263237906e-07,1.4002528092262547e-07,1.6272071224153595e-07,0.027692307692307693,0.0,tight,-
77,sparse,curvature/fd_cos_gradient,shadow_fp32,sparse:curvature/fd_cos_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,25,7,18,0,2.1164233132697774e-07,2.731323828331078e-06,2.116423612773052e-07,2.7313270510758543e-06,2.4483978250427347e-09,2.929806571490684e-07,0.0,0.0,tight,"probe,pass-only"
78,sparse,curvature/sweep_e_curv_update,native,sparse:curvature/sweep_e_curv_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,8.344650268554688e-07,0.02320575714111328,8.344649273795095e-07,0.023212853594188964,1.3470668335543993e-05,2.980232238769531e-07,0.0,0.0,tight,"probe,uncertified"
79,sparse,curvature/fd_sweep_cos_gradient,shadow_fp32,sparse:curvature/fd_sweep_cos_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,150,42,108,0,1.2516975402832031e-06,0.0006816983222961426,1.2516985101749001e-06,0.0006817061644369207,1.7881396630060197e-07,2.056362712113653e-06,0.0,0.0,tight,"probe,pass-only"
80,sparse,curvature/sweep_e_curv_random,native,sparse:curvature/sweep_e_curv_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,2.41696834564209e-05,0.031036853790283203,2.4169759054855356e-05,0.03095647537824945,3.805759898915523e-05,1.8656322272220397e-05,0.0,0.0,tight,"probe,uncertified"
81,periodic,grad/zero_fraction,none,periodic:grad/zero_fraction,none,False,not_applicable,1875,1875,375,375,1.0,375,60,315,0,4.0531158447265625e-06,0.0023148148148148147,4.6721078095289745e-05,inf,3.0046880767799524e-05,4.740609357557925e-05,0.39466666666666667,0.010666666666666666,intermediate,zero-median
82,sparse,curvature/fd_sweep_e_fd_update,native,sparse:curvature/fd_sweep_e_fd_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,4.908442497253418e-05,0.05197113752365112,4.9083847065262785e-05,0.05178954768585158,0.0001528760550176538,2.2977554412900226e-05,0.0,0.0,tight,"probe,uncertified"
83,sparse,curvature/fd_sweep_e_fd_random,native,sparse:curvature/fd_sweep_e_fd_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.0001004338264465332,0.013154566287994385,0.00010042958892766496,0.013298463208219827,0.00016605105433303716,6.50889551457199e-05,0.0,0.0,tight,"probe,uncertified"
84,continuous,loss/train_mean,none,continuous:loss/train_mean,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,401,2119,0,0.004668116569519043,0.42098188400268555,0.0015572668468624216,0.05662720299089341,0.011422950016760669,0.0014071018027493774,0.0,0.0,tight,-
85,periodic,optim/muon_second_momentum_norm,none,periodic:optim/muon_second_momentum_norm,none,False,not_applicable,9750,9360,1872,1872,1.0,1872,234,1638,0,5.511380732059479e-05,0.01713871955871582,0.002158828384968422,0.0664565301335985,0.006336574770453387,0.0017581100413087136,0.0,0.0,tight,-
86,periodic,optim/muon_second_momentum_rms,none,periodic:optim/muon_second_momentum_rms,none,False,not_applicable,9750,9360,1872,1872,1.0,1872,234,1638,0,1.3840035535395145e-06,0.00494752824306488,0.002158831439383845,0.06645656866555888,0.006336594940865213,0.0017580791539536264,0.0,0.0,tight,-
87,periodic,probe/logit_max_postcap,none,periodic:probe/logit_max_postcap,none,True,not_applicable,250,250,50,50,1.0,50,8,42,0,0.04748868942260742,0.23541736602783203,0.0033109900284529928,0.08070680114869112,0.006457877032140228,0.0028324428505259536,0.0,0.0,tight,probe
88,periodic,probe/loss,none,periodic:probe/loss,none,True,not_applicable,250,250,50,50,1.0,50,8,42,0,0.014267802238464355,0.14839601516723633,0.004532169573634115,0.03230602051788209,0.010911176430101314,0.0042811452967543365,0.0,0.0,tight,probe
89,periodic,muon/cautious_mask_fraction,none,periodic:muon/cautious_mask_fraction,none,False,not_applicable,9750,9750,1950,1950,1.0,1950,312,1638,0,0.003300979733467102,0.3055555820465088,0.007233068317220981,0.8148148854573568,0.017012328650365803,0.006599554324064928,0.0,0.0,intermediate,-
90,continuous,step/dt_excl_serialized_telemetry,none,continuous:step/dt_excl_serialized_telemetry,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,400,2120,0,0.007644474506378174,1.4038070049136877,0.007813890079772928,0.29471923183949017,0.00972344544887128,0.007309339821771191,0.0,0.0,intermediate,-
91,continuous,step/observed_dt,none,continuous:step/observed_dt,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,400,2120,0,0.008299827575683594,2.632845640182495,0.008471120180785371,1.9025457283687994,0.01034362161399733,0.007853472780088373,0.0,0.0,intermediate,-
92,periodic,probe/logit_lse_mean,none,periodic:probe/logit_lse_mean,none,True,not_applicable,250,250,50,50,1.0,50,8,42,0,0.12460803985595703,0.2987194061279297,0.008954819878542214,0.021136449027978416,0.008948248336747828,0.008994246744989467,0.0,0.0,tight,probe
93,periodic,probe/per_row_loss,none,periodic:probe/per_row_loss,none,True,not_applicable,250,250,50,50,1.0,800,128,672,0,0.030293822288513184,0.293428897857666,0.00993573738743879,0.0772862274991849,0.014019302616857666,0.009435105575927482,0.0,0.0,tight,probe
94,periodic,muon/cos_data_decay,none,periodic:muon/cos_data_decay,none,False,not_applicable,9750,9360,1872,1872,1.0,1872,234,1638,0,0.004404975227048247,0.3805910369580971,0.011734498433976724,1.0549818889711948,0.03607588785942718,0.010561386666765498,0.0,0.0,intermediate,-
95,periodic,probe/content_loss_sums,none,periodic:probe/content_loss_sums,none,True,not_applicable,250,250,50,50,1.0,2025,324,1701,0,20.6451416015625,597.52783203125,0.014351578602977262,0.22910398814513128,0.01440263148691439,0.014341233413510873,0.14814814814814814,0.0,intermediate,probe
96,sparse,update/direction_norm,native,sparse:update/direction_norm [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,10.296328075136785,78.60382448908365,0.0165791426519159,0.12734705632143845,0.04441391272487272,0.012516128839379567,0.0,0.0,tight,"probe,uncertified"
97,sparse,update/direction_norm,shadow_fp32,sparse:update/direction_norm [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,10.296328075136785,78.60382448908365,0.0165791426519159,0.12734705632143845,0.04441391272487272,0.012516128839379567,0.0,0.0,tight,probe
98,periodic,probe/logit_z_loss,none,periodic:probe/logit_z_loss,none,True,not_applicable,250,250,50,50,1.0,50,8,42,0,3.3035888671875,8.330764770507812,0.017771977939627037,0.041610708996667196,0.017885319432926185,0.017300069835925264,0.0,0.0,tight,probe
99,periodic,probe/relu2_sparsity,none,periodic:probe/relu2_sparsity,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.015307754278182983,0.07948577404022217,0.018928436713164312,0.1320526466283984,0.058900864989675665,0.017554422057587837,0.0,0.0,intermediate,probe
100,periodic,probe/resid_contribution_ratio,none,periodic:probe/resid_contribution_ratio,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.02037102031946919,0.507663363421298,0.020154053362668737,0.7363274216367832,0.017963639120354664,0.02050387859363202,0.0,0.0,intermediate,probe
101,periodic,muon/decay_norm,none,periodic:muon/decay_norm,none,False,not_applicable,9750,9750,1950,1950,1.0,1950,312,1638,0,0.0014599334039985257,0.05476466052072873,0.02297141484605732,1.2952502097598995,0.053484970453674424,0.021371865830896192,0.012307692307692308,0.0,intermediate,-
102,periodic,param/norm,none,periodic:param/norm,none,False,not_applicable,14125,14125,2825,2825,1.0,2825,452,2373,0,0.8675055839469934,1192.321455706322,0.026675485646602576,12.951838903609502,0.05216311410250222,0.024961358567093226,0.008849557522123894,0.0,intermediate,-
103,periodic,param/rms,none,periodic:param/rms,none,False,not_applicable,14125,14125,2825,2825,1.0,2825,452,2373,0,0.0019553355787283733,2.765148181530893,0.026675485646602645,12.951838903609502,0.05216311410250246,0.024961358567093167,0.008849557522123894,0.0,intermediate,-
104,sparse,curvature/curv_floor_gradient,native,sparse:curvature/curv_floor_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.17117494717240334,328.5744234919548,0.028299159766956045,10.113091159490724,0.011607016684388124,0.03358401343567197,0.0,0.0,intermediate,"probe,uncertified"
105,sparse,curvature/sweep_floor_gradient,native,sparse:curvature/sweep_floor_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,3.985776901245117,531.013671875,0.02964630244041335,0.08418558859917087,0.007559083106104933,0.036673580672428,0.0,0.0,tight,"probe,uncertified"
106,sparse,update/loss_before,shadow_fp32,sparse:update/loss_before [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.05541032552719116,0.15296947956085205,0.029966730674545815,0.08420086668031518,0.007720392650456218,0.03674181804793335,0.0,0.0,tight,probe
107,sparse,curvature/sweep_floor_update,native,sparse:curvature/sweep_floor_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,4.050603866577148,530.35205078125,0.030244764930627544,0.08453030630178042,0.007491965822279648,0.0369892382078639,0.0,0.0,tight,"probe,uncertified"
108,sparse,curvature/sweep_floor_random,native,sparse:curvature/sweep_floor_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,120,48,72,0,4.047313690185547,531.99658203125,0.03025522237509055,0.08446633291750744,0.007471864427899107,0.0369561450932171,0.0,0.0,tight,"probe,uncertified"
109,sparse,update/loss_before,native,sparse:update/loss_before [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.05573505163192749,0.1530137062072754,0.0305378544559539,0.08421673382850564,0.007501186199432235,0.036494167815084015,0.0,0.0,tight,"probe,uncertified"
110,sparse,update/loss_after,shadow_fp32,sparse:update/loss_after [shadow_fp32],none,True,not_applicable,150,150,30,30,1.0,30,12,18,0,0.07154250144958496,0.4209785461425781,0.036150811270444914,0.09116065023087302,0.02148632224884091,0.03914921748278017,0.0,0.0,tight,probe
111,sparse,update/loss_after,native,sparse:update/loss_after [native],none,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.07181364297866821,0.4363517761230469,0.03666366901341853,0.09076786674612287,0.021617130211164213,0.03934968290453758,0.0,0.0,tight,"probe,uncertified"
112,periodic,muon/polar_residual,none,periodic:muon/polar_residual,none,False,not_applicable,9750,9750,1950,1950,1.0,1950,312,1638,0,0.011808728849153294,0.14626119480992866,0.04040883015731093,0.9237117142118394,0.05715381474468742,0.0388733319221519,0.0,0.0,intermediate,-
113,sparse,curvature/sweep_floor_gradient,shadow_fp32,sparse:curvature/sweep_floor_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,175,49,126,0,0.0007070023566484451,0.04375159740447998,0.04195064291671014,2.674915680404858,0.019115414064416844,0.044328580082172706,0.0,0.0,intermediate,"probe,pass-only"
114,continuous,scalars/resid_lambdas,none,continuous:scalars/resid_lambdas,none,False,not_applicable,12600,12600,2520,2520,1.0,30240,4800,25440,0,0.03468582034111023,0.12513411045074463,0.043215874043125026,0.18684852744173563,0.02043082147222531,0.05409504154368579,0.0,0.0,intermediate,-
115,sparse,overhead/muon_reference,none,sparse:overhead/muon_reference,none,False,not_applicable,150,150,30,30,1.0,30,13,17,0,0.0009171129204332829,0.1471770480275154,0.04358539553026667,0.4528308106486391,0.04020973994546857,0.05475431894199484,0.0,0.0,intermediate,-
116,periodic,probe/logit_margin_mean,none,periodic:probe/logit_margin_mean,none,True,not_applicable,250,250,50,50,1.0,50,8,42,0,0.055650144815444946,0.12353122234344482,0.050035922855623936,0.20966803900306763,0.06948106380331118,0.04747821036493293,0.0,0.0,intermediate,probe
117,sparse,sketch/probe_grad_cosine_prev,none,sparse:sketch/probe_grad_cosine_prev,none,True,not_applicable,150,145,29,29,1.0,29,12,17,0,0.03988746643087604,0.21831668774031696,0.052360631804536394,0.6270720012210286,0.07608976670938791,0.052360631804536394,0.0,0.0,intermediate,probe
118,periodic,probe/logit_entropy_mean,none,periodic:probe/logit_entropy_mean,none,True,not_applicable,250,250,50,50,1.0,50,8,42,0,0.16970598697662354,0.3800220489501953,0.05624625110394886,0.10868224712901375,0.07766773871631442,0.04432401622874109,0.0,0.0,intermediate,probe
119,periodic,probe/backout_contribution_ratio,none,periodic:probe/backout_contribution_ratio,none,True,not_applicable,250,250,50,50,1.0,50,8,42,0,0.01453136972484341,0.1353386807151259,0.06057031268393913,0.3028295704499327,0.14239580844262176,0.0566265251013104,0.0,0.0,intermediate,probe
120,periodic,overhead/probes,none,periodic:overhead/probes,none,False,not_applicable,125,125,25,25,1.0,25,4,21,0,0.038276029750704765,0.08668919466435909,0.06839829043408747,0.1307109791767299,0.060320984095136934,0.06839829043408747,0.0,0.0,intermediate,-
121,periodic,muon/cos_raw_nesterov,none,periodic:muon/cos_raw_nesterov,none,False,not_applicable,9750,9480,1896,1896,1.0,1896,258,1638,0,0.05853482838344504,0.7519626811841879,0.07197245742521768,1.077226408975079,0.06883562758205009,0.07306292100524428,0.0,0.0,intermediate,-
122,continuous,step/loader_call_elapsed,none,continuous:step/loader_call_elapsed,none,False,not_applicable,12600,12600,2520,2520,1.0,2520,400,2120,0,0.07824385492131114,0.35643517039716244,0.08989393180259339,0.40480808702667714,0.08339948065022448,0.09120387174087356,0.0,0.0,intermediate,-
123,sparse,muon/replay_update_relerr,none,sparse:muon/replay_update_relerr,none,False,not_applicable,11700,11700,2340,2340,1.0,2340,936,1404,0,0.00439161341637373,0.152078066021204,0.09021999712498696,2.320478595660414,0.1142486735177678,0.07899960887415,0.023076923076923078,0.0,intermediate,-
124,periodic,probe/c_proj_in_stats_std,none,periodic:probe/c_proj_in_stats_std,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.14943748712539673,2.4456255435943604,0.09272473249686347,0.635815205742316,0.26788179837562603,0.08509022104421363,0.0,0.0,intermediate,probe
125,periodic,probe/c_proj_in_stats_rms,none,periodic:probe/c_proj_in_stats_rms,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,0.14951801300048828,2.445633888244629,0.09288565696344821,0.6358002714339338,0.2678430392224296,0.08532206773709755,0.0,0.0,intermediate,probe
126,periodic,probe/c_proj_in_norm,none,periodic:probe/c_proj_in_norm,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,750.06494140625,12268.6552734375,0.09288570933781379,0.6358002023733984,0.2678430417470028,0.08532209472480218,0.0,0.0,intermediate,probe
127,periodic,probe/logit_max_precap,none,periodic:probe/logit_max_precap,none,True,not_applicable,250,250,50,50,1.0,50,8,42,0,4.25,11.5,0.09561437576554238,0.2569832402234637,0.08505148182478643,0.10138278011581178,0.0,0.0,intermediate,probe
128,periodic,probe/ve_gate_rms,none,periodic:probe/ve_gate_rms,none,True,not_applicable,1500,1500,300,300,1.0,300,48,252,0,0.1688871681690216,0.6724556684494019,0.09867237169555279,0.41077916342306303,0.050450265544738075,0.10561649829148692,0.0,0.0,intermediate,probe
129,sparse,curvature/fd_sweep_floor_random,native,sparse:curvature/fd_sweep_floor_random [native],random,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.8630027770996094,65.5523681640625,0.09957156752239157,0.28891849132339525,0.05241239428743813,0.12408430635571267,0.0,0.0,intermediate,"probe,uncertified"
130,sparse,curvature/fd_sweep_floor_update,native,sparse:curvature/fd_sweep_floor_update [native],update,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.8676657676696777,65.9398193359375,0.09987877990194023,0.2903449236407374,0.05239125321250811,0.12367326057632552,0.0,0.0,intermediate,"probe,uncertified"
131,periodic,probe/resid_term_norm,none,periodic:probe/resid_term_norm,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,4567.134765625,236022.796875,0.10137959334238011,0.7892942142338054,0.39407458750558433,0.09855148223568871,0.0,0.0,intermediate,probe
132,sparse,curvature/fd_sweep_floor_gradient,native,sparse:curvature/fd_sweep_floor_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,180,72,108,0,0.8548727035522461,65.72531127929688,0.1018087166450305,0.2981465083022875,0.05222219770714689,0.1254608876211383,0.0,0.0,intermediate,"probe,uncertified"
133,sparse,curvature/fd_floor_gradient,native,sparse:curvature/fd_floor_gradient [native],gradient,True,uncertified_native_raw,150,150,30,30,1.0,30,12,18,0,0.0776467872735207,0.22689350925678886,0.10205124207412447,0.29814653224406346,0.051778245998625155,0.13014788844201533,0.0,0.0,intermediate,"probe,uncertified"
134,sparse,curvature/fd_sweep_floor_gradient,shadow_fp32,sparse:curvature/fd_sweep_floor_gradient [shadow_fp32],gradient,True,passing_direction_only,150,129,26,25,0.9615384615384616,150,42,108,0,1.7064348867279477e-05,0.0010052155703306198,0.10237836903531053,0.3002408856713995,0.08028800619136642,0.1265025319853645,0.0,0.0,intermediate,"probe,pass-only"
135,periodic,probe/block_in_stats_std,none,periodic:probe/block_in_stats_std,none,True,not_applicable,3000,3000,600,600,1.0,600,96,504,0,1.0013742446899414,49.589454650878906,0.10369093912528402,0.8001136690686449,0.5558668077706752,0.10107780612433838,0.0,0.0,intermediate,probe
