metric,run,n,first,last,last_over_first,vmin,vmax,p_at_max,p_at_min,max_over_min,all_positive,spearman_all,spearman_early,spearman_late,frac_steps_up
curvature/vhv_gradient,d12-s10,26,6.111537158386032,11.7996180659345,1.9307119894940814,1.0703003968467726,13.312245764961762,0.95,0.200397,12.437859318917532,True,0.8037606837606838,-0.5,0.8970588235294118,0.56
curvature/vhv_gradient,d12-s11,26,0.9544164770273864,11.683702154197444,12.241723016546567,0.6965799062362708,16.43767045403692,0.75,0.050397,23.59768105119799,True,0.8680341880341881,0.21666666666666667,0.7303921568627451,0.6
curvature/e_curv_gradient,d12-s7,26,0.0001786902948324,0.0010474899743126,5.862041781816289,0.0001786902948324,0.004084157579929,0.250397,0.003571,22.856068281490483,True,0.2970940170940171,0.21666666666666667,-0.05392156862745098,0.48
curvature/e_curv_gradient,d12-s8,26,0.0008399114483188,0.0005847344023371,0.6961857747117598,2.354222274843848e-05,0.0032573944794424,0.200397,0.95,138.36393080846446,True,-0.1282051282051282,0.25,-0.4215686274509804,0.56
curvature/e_curv_gradient,d12-s9,25,0.000889781767468,0.0006846029672586,0.7694054792859317,5.8534351042822895e-05,0.0091834165374349,0.250397,0.350397,156.88935426509545,True,0.16307692307692306,-0.23809523809523808,0.06862745098039216,0.5416666666666666
curvature/e_curv_gradient,d12-s10,26,0.001323799796349,0.002791959763893,2.1090498514904907,1.6615621398914708e-05,0.0033939887626112,0.85,0.75,204.26493124313046,True,0.24307692307692308,-0.03333333333333333,0.2622549019607843,0.52
curvature/e_curv_gradient,d12-s11,26,0.0137548563538806,0.0021879848463215,0.15906998881193063,8.983820607461334e-05,0.0137548563538806,0.003571,0.159127,153.10697925620616,True,-0.13025641025641024,-0.4666666666666667,-0.2916666666666667,0.48
curvature/gg,d12-s7,26,20.794790623343623,12.259183066564988,0.5895314499008799,3.0129301494113987,20.794790623343623,0.003571,0.025794,6.901849559109779,True,0.7087179487179487,0.13333333333333333,0.8995098039215687,0.56
curvature/gg,d12-s8,26,18.451672250057108,10.470963731571633,0.5674804749222242,2.916721055765796,18.451672250057108,0.003571,0.050397,6.32616966013315,True,0.7217094017094017,-0.1,0.9852941176470589,0.56
curvature/gg,d12-s9,25,3.866329058754872,11.318432216462671,2.9274363471038094,2.43821218072812,11.325784371507453,0.7,0.025794,4.645118444172996,True,0.9307692307692308,0.4523809523809524,0.9362745098039216,0.5833333333333334
curvature/gg,d12-s10,26,16.940331803568597,12.753079351992202,0.7528234688594281,2.7841228087006606,16.940331803568597,0.003571,0.050397,6.084620890511142,True,0.7251282051282051,-0.06666666666666667,0.9926470588235294,0.64
curvature/gg,d12-s11,26,15.613735191558884,11.92694259680101,0.7638750401793011,1.929405198333307,15.613735191558884,0.003571,0.050397,8.092512244212164,True,0.7114529914529915,-0.11666666666666667,0.9166666666666666,0.52
curvature/Hg_norm,d12-s7,26,132.10556213773745,70.97419166731912,0.5372536214131481,4.132109718651568,132.10556213773745,0.003571,0.013095,31.970487507008276,True,0.6950427350427351,0.16666666666666666,0.803921568627451,0.52
curvature/Hg_norm,d12-s8,26,101.65200645377408,57.44348523261391,0.5650993741942137,4.327025746154284,101.65200645377408,0.003571,0.01627,23.492350731705024,True,0.7463247863247863,0.11666666666666667,0.9411764705882353,0.6
curvature/Hg_norm,d12-s9,25,8.591358734843173,68.0243063863256,7.91775881857264,3.6090955240615066,78.00792897184301,0.9,0.01627,21.614259986129863,True,0.9092307692307692,0.5714285714285714,0.928921568627451,0.5833333333333334
curvature/Hg_norm,d12-s10,26,69.00289868186978,82.35653435712719,1.1935228219443774,4.223460497118644,88.18416390294469,0.95,0.013095,20.879599551861855,True,0.8078632478632478,0.05,0.9705882352941176,0.6
curvature/Hg_norm,d12-s11,26,30.001886615053355,78.89407361457877,2.62963708338908,2.227808062976731,100.9253622371596,0.75,0.050397,45.3025392601848,True,0.8557264957264957,-0.05,0.8774509803921569,0.6
curvature/eta_star_rho,d12-s7,26,0.5236366120099774,0.5091055425321235,0.9722497068681344,0.3500309542417389,0.675469763525642,0.025794,0.150397,1.9297429422746082,True,-0.019487179487179488,-0.6666666666666666,-0.0024509803921568627,0.52
curvature/eta_star_rho,d12-s8,26,0.409587612236769,0.5114550000195646,1.2487071989958267,0.2601382415891369,0.6737506889303534,0.025794,0.250397,2.5899717197076977,True,0.12683760683760684,-0.48333333333333334,0.5637254901960784,0.52
curvature/eta_star_rho,d12-s9,25,0.5563477698703553,0.5184753828627776,0.9319267748365325,0.3732945559182107,0.6185935132698317,0.025794,0.159127,1.657119032310148,True,0.16153846153846155,-0.7857142857142857,0.36764705882352944,0.5
curvature/eta_star_rho,d12-s10,26,0.3645390557933913,0.5116551859166131,1.4035675403916181,0.3087026955962554,0.6788410792875108,0.025794,0.159127,2.1990124769605193,True,0.08717948717948718,-0.38333333333333336,0.25735294117647056,0.56
curvature/eta_star_rho,d12-s11,26,0.1257021660939778,0.5114470551508645,4.068721097204444,0.1257021660939778,0.6434282361870882,0.55,0.003571,5.118672622602594,True,0.26017094017094017,-0.23333333333333334,0.33088235294117646,0.52
update/direction_norm,d12-s7,26,266.0123162725466,34.787689252278184,0.13077473156030855,34.787689252278184,1157.1430983026437,0.050397,1.0,33.263005481942564,True,-0.6458119658119658,0.6333333333333333,-0.9828431372549019,0.32
update/direction_norm,d12-s8,26,270.9484504881861,34.78730351631698,0.12839085609693782,34.78730351631698,1183.6339646480233,0.050397,1.0,34.024883937694106,True,-0.6266666666666667,0.7,-0.9754901960784313,0.36
update/direction_norm,d12-s9,25,383.70039286459735,34.71672347560266,0.09047872798987132,34.71672347560266,1132.2297381608569,0.050397,1.0,32.61338124136446,True,-0.7553846153846154,0.5952380952380952,-0.9803921568627451,0.20833333333333334
update/direction_norm,d12-s10,26,273.9383839696559,34.778090094659625,0.1269558854465316,34.778090094659625,1190.3855334492346,0.050397,1.0,34.22803064254598,True,-0.628034188034188,0.6833333333333333,-0.9779411764705882,0.28
update/direction_norm,d12-s11,26,289.4609985897447,34.733360624951494,0.11999323153783269,34.733360624951494,1119.746222764073,0.050397,1.0,32.238349604434134,True,-0.6355555555555555,0.7166666666666667,-0.9779411764705882,0.28
curvature/curv_snr_gradient,d12-s7,26,307.8311570827868,254.5754797215549,0.8269971179463503,251.221577198344,329.02323240969014,0.050397,0.250397,1.3096933634403558,True,-0.19452991452991453,-0.11666666666666667,0.2647058823529412,0.48
curvature/curv_snr_gradient,d12-s8,26,266.1281960840161,292.2570805220956,1.098181571222279,251.1417971393518,326.8694640321045,0.6,0.025794,1.30153350718731,True,0.2335042735042735,-0.016666666666666666,-0.01715686274509804,0.48
curvature/curv_snr_gradient,d12-s9,25,282.822728140879,252.86168324508407,0.8940642249908897,250.9050349234053,330.0185691891004,0.6,0.050397,1.3153126611821335,True,-0.12153846153846154,0.16666666666666666,-0.26715686274509803,0.4583333333333333
curvature/curv_snr_gradient,d12-s10,26,290.7812611632339,285.66957833407594,0.9824208657438608,252.0480765577817,337.21454600450403,0.55,0.8,1.3378977162208099,True,-0.11247863247863248,-0.016666666666666666,-0.0392156862745098,0.48
curvature/curv_snr_gradient,d12-s11,26,322.5909295710355,283.3231160607043,0.8782736589570344,250.1496398134527,323.8570578056273,0.500397,0.150397,1.29465330450662,True,-0.05435897435897436,-0.5,-0.1568627450980392,0.44
curvature/e_fd_gradient,d12-s7,26,9.91556998600898e-05,0.0006606693279269,6.662948563311181,4.768066560260489e-05,0.0019581953635129,0.150397,0.006746,41.068960316819066,True,0.2300854700854701,0.8166666666666667,-0.36764705882352944,0.56
curvature/e_fd_gradient,d12-s8,26,5.233253565702497e-05,0.0011225955173468,21.451196722131428,4.8835582140969e-05,0.0027568010784942,0.250397,0.006746,56.45066481518345,True,0.331965811965812,0.95,-0.20588235294117646,0.52
curvature/e_fd_gradient,d12-s9,25,4.237092837084722e-05,0.0011112290460084,26.226214263763147,4.237092837084722e-05,0.0024023152873488,0.250397,0.006746,56.69725398326846,True,0.2653846153846154,0.9761904761904762,-0.23774509803921567,0.5833333333333334
curvature/e_fd_gradient,d12-s10,26,2.67153450352796e-05,0.0007668831550794,28.70571778379331,2.67153450352796e-05,0.0027035175576843,0.159127,0.003571,101.19717915355778,True,0.3285470085470085,1.0,-0.27941176470588236,0.6
curvature/e_fd_gradient,d12-s11,26,9.553940266798372e-05,0.0005591387670507,5.852441520843561,3.999466763726359e-05,0.0019519601076902,0.159127,0.006746,48.80550890918097,True,0.2,0.8333333333333334,-0.5514705882352942,0.68
curvature/e_sym_gradient,d12-s7,26,7.434450225734459e-07,1.118935360189122e-06,1.5050680631580677,1.7289003070358978e-07,1.8008435078254763e-05,0.95,0.01627,104.1612116382188,True,0.3271794871794872,-0.16666666666666666,0.39950980392156865,0.48
curvature/e_sym_gradient,d12-s8,26,4.255661120103839e-07,1.3966072406745032e-06,3.281763282505976,3.84541329278988e-08,3.2294909533008846e-06,0.013095,0.400397,83.98293518556652,True,-0.02017094017094017,-0.6,-0.0196078431372549,0.48
curvature/e_sym_gradient,d12-s9,25,8.042876549717364e-07,1.5789454328700503e-06,1.9631600996356662,1.2916116631750426e-07,6.24386709029871e-06,0.250397,0.050397,48.341674733332944,True,0.3415384615384615,0.3333333333333333,0.18872549019607843,0.5
curvature/e_sym_gradient,d12-s10,26,9.69707648786117e-07,2.8869188964533048e-05,29.77102325703173,1.151853092511402e-09,2.8869188964533048e-05,1.0,0.025794,25063.256028239794,True,0.6779487179487179,-0.05,0.7205882352941176,0.48
curvature/e_sym_gradient,d12-s11,26,4.679554344898635e-06,3.030772014135479e-06,0.6476625316766418,9.030573696979305e-09,8.748392859386859e-06,0.7,0.050397,968.7527230205945,True,0.30324786324786324,-0.5333333333333333,0.8161764705882353,0.4
curvature/e_lin_gradient,d12-s7,26,6.201755139104607e-07,5.020128127208793e-07,0.8094689349398573,3.795020980335741e-07,6.201755139104607e-07,0.003571,0.013095,1.6341820430610492,True,0.0010256410256410256,-0.11666666666666667,0.3700980392156863,0.4
curvature/e_lin_gradient,d12-s8,26,9.44069935799126e-07,5.493354887328523e-07,0.5818800789031131,3.869417354407624e-07,9.44069935799126e-07,0.003571,0.025794,2.4398245248053767,True,0.10495726495726496,-0.08333333333333333,0.3235294117647059,0.44
curvature/e_lin_gradient,d12-s9,25,5.631598847297471e-07,5.203136192965781e-07,0.9239181152724855,2.6022570207228444e-07,6.386752739086006e-07,0.159127,0.050397,2.4543128093134783,True,0.24846153846153846,0.2857142857142857,0.1642156862745098,0.5416666666666666
curvature/e_lin_gradient,d12-s10,26,1.3176281586424588e-06,5.388987747235129e-07,0.4089915437741827,3.848886118694424e-07,1.3176281586424588e-06,0.003571,0.025794,3.423401259503645,True,0.19111111111111112,-0.016666666666666666,0.19607843137254902,0.52
curvature/e_lin_gradient,d12-s11,26,3.357193427331589e-06,5.098630101774703e-07,0.1518718004231072,3.754891120953428e-07,3.357193427331589e-06,0.003571,0.01627,8.940854259654653,True,-0.18564102564102564,0.0,-0.24019607843137256,0.52
