run,step,p,curvature/arith_eps,curvature/eta_star,curvature/eta_star_rho,curvature/eta_star_rho_threshold,curvature/gHg,curvature/gg,curvature/verdict_code_gradient,eta_reason,certified,eta_defined,rho_over_tau
d12-s8,2689,0.000266,,,,,,,,,False,False,
d12-s8,2689,0.000372,,,,,,,,,False,False,
d12-s8,2689,0.000397,,,,,,,,,False,False,
d12-s8,2689,0.000532,,,,,,,,,False,False,
d12-s8,2689,0.000558,,,,,,,,,False,False,
d12-s8,2689,0.000794,,,,,,,,,False,False,
d12-s8,2689,0.000798,,,,,,,,,False,False,
d12-s8,2689,0.00093,,,,,,,,,False,False,
d12-s8,2689,0.00119,,,,,,,,,False,False,
d12-s8,2689,0.00133,,,,,,,,,False,False,
d12-s8,2689,0.001674,,,,,,,,,False,False,
d12-s8,2689,0.001984,,,,,,,,,False,False,
d12-s8,2689,0.002394,,,,,,,,,False,False,
d12-s8,2689,0.003162,,,,,,,,,False,False,
d12-s8,2689,0.003571,,,,,,,,,False,False,
d12-s8,2689,0.004522,,,,,,,,,False,False,
d12-s8,2689,0.006138,,,,,,,,,False,False,
d12-s8,2689,0.006746,,,,,,,,,False,False,
d12-s8,2689,0.007626,,,,,,,,,False,False,
d12-s8,2689,0.008779,,,,,,,,,False,False,
d12-s8,2689,0.010907,,,,,,,,,False,False,
d12-s8,2689,0.012091,,,,,,,,,False,False,
d12-s8,2689,0.013095,,,,,,,,,False,False,
d12-s8,2689,0.01627,,,,,,,,,False,False,
d12-s8,2689,0.017292,,,,,,,,,False,False,
d12-s8,2689,0.023996,,,,,,,,,False,False,
d12-s8,2689,0.025794,,,,,,,,,False,False,
d12-s8,2689,0.034318,,,,,,,,,False,False,
d12-s8,2689,0.047805,,,,,,,,,False,False,
d12-s8,2689,0.050223,,,,,,,,,False,False,
d12-s8,2689,0.050279,,,,,,,,,False,False,
d12-s8,2689,0.050397,,,,,,,,,False,False,
d12-s8,2689,0.074591,,,,,,,,,False,False,
d12-s8,2689,0.10026,,,,,,,,,False,False,
d12-s8,2689,0.100293,,,,,,,,,False,False,
d12-s8,2689,0.100397,,,,,,,,,False,False,
d12-s8,2689,0.106677,,,,,,,,,False,False,
d12-s8,2689,0.150112,,,,,,,,,False,False,
d12-s8,2689,0.150306,,,,,,,,,False,False,
d12-s8,2689,0.150397,,,,,,,,,False,False,
d12-s8,2689,0.159127,,,,,,,,,False,False,
d12-s8,2689,0.200149,,,,,,,,,False,False,
d12-s8,2689,0.200319,,,,,,,,,False,False,
d12-s8,2689,0.200397,,,,,,,,,False,False,
d12-s8,2689,0.250186,,,,,,,,,False,False,
d12-s8,2689,0.250333,,,,,,,,,False,False,
d12-s8,2689,0.250397,,,,,,,,,False,False,
d12-s8,2689,0.30008,,,,,,,,,False,False,
d12-s8,2689,0.300223,,,,,,,,,False,False,
d12-s8,2689,0.300397,,,,,,,,,False,False,
d12-s8,2689,0.350074,,,,,,,,,False,False,
d12-s8,2689,0.350093,,,,,,,,,False,False,
d12-s8,2689,0.35026,,,,,,,,,False,False,
d12-s8,2689,0.350359,,,,,,,,,False,False,
d12-s8,2689,0.350397,,,,,,,,,False,False,
d12-s8,2689,0.400106,,,,,,,,,False,False,
d12-s8,2689,0.400112,,,,,,,,,False,False,
d12-s8,2689,0.400397,,,,,,,,,False,False,
d12-s8,2689,0.45012,,,,,,,,,False,False,
d12-s8,2689,0.450149,,,,,,,,,False,False,
d12-s8,2689,0.450397,,,,,,,,,False,False,
d12-s8,2689,0.500133,,,,,,,,,False,False,
d12-s8,2689,0.500186,,,,,,,,,False,False,
d12-s8,2689,0.500397,,,,,,,,,False,False,
d12-s8,2689,0.55,,,,,,,,,False,False,
d12-s8,2689,0.550037,,,,,,,,,False,False,
d12-s8,2689,0.550146,,,,,,,,,False,False,
d12-s8,2689,0.6,,,,,,,,,False,False,
d12-s8,2689,0.600074,,,,,,,,,False,False,
d12-s8,2689,0.60016,,,,,,,,,False,False,
d12-s8,2689,0.65,,,,,,,,,False,False,
d12-s8,2689,0.650112,,,,,,,,,False,False,
d12-s8,2689,0.650173,,,,,,,,,False,False,
d12-s8,2689,0.7,,,,,,,,,False,False,
d12-s8,2689,0.700149,,,,,,,,,False,False,
d12-s8,2689,0.700186,,,,,,,,,False,False,
d12-s8,2689,0.75,,,,,,,,,False,False,
d12-s8,2689,0.7502,,,,,,,,,False,False,
d12-s8,2689,0.799947,,,,,,,,,False,False,
d12-s8,2689,0.8,,,,,,,,,False,False,
d12-s8,2689,0.800037,,,,,,,,,False,False,
d12-s8,2689,0.84996,,,,,,,,,False,False,
d12-s8,2689,0.85,,,,,,,,,False,False,
d12-s8,2689,0.850074,,,,,,,,,False,False,
d12-s8,2689,0.899973,,,,,,,,,False,False,
d12-s8,2689,0.9,,,,,,,,,False,False,
d12-s8,2689,0.900112,,,,,,,,,False,False,
d12-s8,2689,0.949963,,,,,,,,,False,False,
d12-s8,2689,0.949987,,,,,,,,,False,False,
d12-s8,2689,0.95,,,,,,,,,False,False,
d12-s8,2689,1.0,,,,,,,,,False,False,
d12-s8,2820,0.000186,,,,,,,,,False,False,
d12-s8,2820,0.000266,,,,,,,,,False,False,
d12-s8,2820,0.000372,,,,,,,,,False,False,
d12-s8,2820,0.000397,,,,,,,,,False,False,
d12-s8,2820,0.000532,,,,,,,,,False,False,
d12-s8,2820,0.000558,,,,,,,,,False,False,
d12-s8,2820,0.000794,,,,,,,,,False,False,
d12-s8,2820,0.000798,,,,,,,,,False,False,
d12-s8,2820,0.00093,,,,,,,,,False,False,
d12-s8,2820,0.00119,,,,,,,,,False,False,
d12-s8,2820,0.00133,,,,,,,,,False,False,
d12-s8,2820,0.001674,,,,,,,,,False,False,
d12-s8,2820,0.001984,,,,,,,,,False,False,
d12-s8,2820,0.002394,,,,,,,,,False,False,
d12-s8,2820,0.003162,,,,,,,,,False,False,
d12-s8,2820,0.003571,,,,,,,,,False,False,
d12-s8,2820,0.004522,,,,,,,,,False,False,
d12-s8,2820,0.006138,,,,,,,,,False,False,
d12-s8,2820,0.006746,,,,,,,,,False,False,
d12-s8,2820,0.007626,,,,,,,,,False,False,
d12-s8,2820,0.008779,,,,,,,,,False,False,
d12-s8,2820,0.010907,,,,,,,,,False,False,
d12-s8,2820,0.012091,,,,,,,,,False,False,
d12-s8,2820,0.013095,,,,,,,,,False,False,
d12-s8,2820,0.01627,,,,,,,,,False,False,
d12-s8,2820,0.017292,,,,,,,,,False,False,
d12-s8,2820,0.023996,,,,,,,,,False,False,
d12-s8,2820,0.025794,,,,,,,,,False,False,
d12-s8,2820,0.034318,,,,,,,,,False,False,
d12-s8,2820,0.047805,,,,,,,,,False,False,
d12-s8,2820,0.050223,,,,,,,,,False,False,
d12-s8,2820,0.050279,,,,,,,,,False,False,
d12-s8,2820,0.050397,,,,,,,,,False,False,
d12-s8,2820,0.074591,,,,,,,,,False,False,
d12-s8,2820,0.10026,,,,,,,,,False,False,
d12-s8,2820,0.100293,,,,,,,,,False,False,
d12-s8,2820,0.100397,,,,,,,,,False,False,
d12-s8,2820,0.106677,,,,,,,,,False,False,
d12-s8,2820,0.150112,,,,,,,,,False,False,
d12-s8,2820,0.150306,,,,,,,,,False,False,
d12-s8,2820,0.150397,,,,,,,,,False,False,
d12-s8,2820,0.159127,,,,,,,,,False,False,
d12-s8,2820,0.200149,,,,,,,,,False,False,
d12-s8,2820,0.200319,,,,,,,,,False,False,
d12-s8,2820,0.200397,,,,,,,,,False,False,
d12-s8,2820,0.250186,,,,,,,,,False,False,
d12-s8,2820,0.250333,,,,,,,,,False,False,
d12-s8,2820,0.250397,,,,,,,,,False,False,
d12-s8,2820,0.30008,,,,,,,,,False,False,
d12-s8,2820,0.300223,,,,,,,,,False,False,
d12-s8,2820,0.300397,,,,,,,,,False,False,
d12-s8,2820,0.350074,,,,,,,,,False,False,
d12-s8,2820,0.350093,,,,,,,,,False,False,
d12-s8,2820,0.35026,,,,,,,,,False,False,
d12-s8,2820,0.350359,,,,,,,,,False,False,
d12-s8,2820,0.350397,,,,,,,,,False,False,
d12-s8,2820,0.400106,,,,,,,,,False,False,
d12-s8,2820,0.400112,,,,,,,,,False,False,
d12-s8,2820,0.400397,,,,,,,,,False,False,
d12-s8,2820,0.45012,,,,,,,,,False,False,
d12-s8,2820,0.450149,,,,,,,,,False,False,
d12-s8,2820,0.450397,,,,,,,,,False,False,
d12-s8,2820,0.500133,,,,,,,,,False,False,
d12-s8,2820,0.500186,,,,,,,,,False,False,
d12-s8,2820,0.500397,,,,,,,,,False,False,
d12-s8,2820,0.55,,,,,,,,,False,False,
d12-s8,2820,0.550037,,,,,,,,,False,False,
d12-s8,2820,0.550146,,,,,,,,,False,False,
d12-s8,2820,0.6,,,,,,,,,False,False,
d12-s8,2820,0.600074,,,,,,,,,False,False,
d12-s8,2820,0.60016,,,,,,,,,False,False,
d12-s8,2820,0.65,,,,,,,,,False,False,
d12-s8,2820,0.650112,,,,,,,,,False,False,
d12-s8,2820,0.650173,,,,,,,,,False,False,
d12-s8,2820,0.7,,,,,,,,,False,False,
d12-s8,2820,0.700149,,,,,,,,,False,False,
d12-s8,2820,0.700186,,,,,,,,,False,False,
d12-s8,2820,0.75,,,,,,,,,False,False,
d12-s8,2820,0.7502,,,,,,,,,False,False,
d12-s8,2820,0.799947,,,,,,,,,False,False,
d12-s8,2820,0.8,,,,,,,,,False,False,
d12-s8,2820,0.800037,,,,,,,,,False,False,
d12-s8,2820,0.84996,,,,,,,,,False,False,
d12-s8,2820,0.85,,,,,,,,,False,False,
d12-s8,2820,0.850074,,,,,,,,,False,False,
d12-s8,2820,0.899973,,,,,,,,,False,False,
d12-s8,2820,0.9,,,,,,,,,False,False,
d12-s8,2820,0.900112,,,,,,,,,False,False,
d12-s8,2820,0.949963,,,,,,,,,False,False,
d12-s8,2820,0.949987,,,,,,,,,False,False,
d12-s8,2820,0.95,,,,,,,,,False,False,
d12-s8,2820,1.0,,,,,,,,,False,False,
d12-s8,2957,0.000186,,,,,,,,,False,False,
d12-s8,2957,0.000266,,,,,,,,,False,False,
d12-s8,2957,0.000372,,,,,,,,,False,False,
d12-s8,2957,0.000397,,,,,,,,,False,False,
d12-s8,2957,0.000532,,,,,,,,,False,False,
d12-s8,2957,0.000558,,,,,,,,,False,False,
d12-s8,2957,0.000794,,,,,,,,,False,False,
d12-s8,2957,0.000798,,,,,,,,,False,False,
d12-s8,2957,0.00093,,,,,,,,,False,False,
d12-s8,2957,0.00119,,,,,,,,,False,False,
d12-s8,2957,0.00133,,,,,,,,,False,False,
d12-s8,2957,0.001674,,,,,,,,,False,False,
d12-s8,2957,0.001984,,,,,,,,,False,False,
d12-s8,2957,0.002394,,,,,,,,,False,False,
d12-s8,2957,0.003162,,,,,,,,,False,False,
d12-s8,2957,0.003571,,,,,,,,,False,False,
d12-s8,2957,0.004522,,,,,,,,,False,False,
d12-s8,2957,0.006138,,,,,,,,,False,False,
d12-s8,2957,0.006746,,,,,,,,,False,False,
d12-s8,2957,0.007626,,,,,,,,,False,False,
d12-s8,2957,0.008779,,,,,,,,,False,False,
d12-s8,2957,0.010907,,,,,,,,,False,False,
d12-s8,2957,0.012091,,,,,,,,,False,False,
d12-s8,2957,0.013095,,,,,,,,,False,False,
d12-s8,2957,0.01627,,,,,,,,,False,False,
d12-s8,2957,0.017292,,,,,,,,,False,False,
d12-s8,2957,0.023996,,,,,,,,,False,False,
d12-s8,2957,0.025794,,,,,,,,,False,False,
d12-s8,2957,0.034318,,,,,,,,,False,False,
d12-s8,2957,0.047805,,,,,,,,,False,False,
d12-s8,2957,0.050223,,,,,,,,,False,False,
d12-s8,2957,0.050279,,,,,,,,,False,False,
d12-s8,2957,0.050397,,,,,,,,,False,False,
d12-s8,2957,0.074591,,,,,,,,,False,False,
d12-s8,2957,0.10026,,,,,,,,,False,False,
d12-s8,2957,0.100293,,,,,,,,,False,False,
d12-s8,2957,0.100397,,,,,,,,,False,False,
d12-s8,2957,0.106677,,,,,,,,,False,False,
d12-s8,2957,0.150112,,,,,,,,,False,False,
d12-s8,2957,0.150306,,,,,,,,,False,False,
d12-s8,2957,0.150397,,,,,,,,,False,False,
d12-s8,2957,0.159127,,,,,,,,,False,False,
d12-s8,2957,0.200149,,,,,,,,,False,False,
d12-s8,2957,0.200319,,,,,,,,,False,False,
d12-s8,2957,0.200397,,,,,,,,,False,False,
d12-s8,2957,0.250186,,,,,,,,,False,False,
d12-s8,2957,0.250333,,,,,,,,,False,False,
d12-s8,2957,0.250397,,,,,,,,,False,False,
d12-s8,2957,0.30008,,,,,,,,,False,False,
d12-s8,2957,0.300223,,,,,,,,,False,False,
d12-s8,2957,0.300397,,,,,,,,,False,False,
d12-s8,2957,0.350074,,,,,,,,,False,False,
d12-s8,2957,0.350093,,,,,,,,,False,False,
d12-s8,2957,0.35026,,,,,,,,,False,False,
d12-s8,2957,0.350359,,,,,,,,,False,False,
d12-s8,2957,0.350397,,,,,,,,,False,False,
d12-s8,2957,0.400106,,,,,,,,,False,False,
d12-s8,2957,0.400112,,,,,,,,,False,False,
d12-s8,2957,0.400397,,,,,,,,,False,False,
d12-s8,2957,0.45012,,,,,,,,,False,False,
d12-s8,2957,0.450149,,,,,,,,,False,False,
d12-s8,2957,0.450397,,,,,,,,,False,False,
d12-s8,2957,0.500133,,,,,,,,,False,False,
d12-s8,2957,0.500186,,,,,,,,,False,False,
d12-s8,2957,0.500397,,,,,,,,,False,False,
d12-s8,2957,0.55,,,,,,,,,False,False,
d12-s8,2957,0.550037,,,,,,,,,False,False,
d12-s8,2957,0.550146,,,,,,,,,False,False,
d12-s8,2957,0.6,,,,,,,,,False,False,
d12-s8,2957,0.600074,,,,,,,,,False,False,
d12-s8,2957,0.60016,,,,,,,,,False,False,
d12-s8,2957,0.65,,,,,,,,,False,False,
d12-s8,2957,0.650112,,,,,,,,,False,False,
d12-s8,2957,0.650173,,,,,,,,,False,False,
d12-s8,2957,0.7,,,,,,,,,False,False,
d12-s8,2957,0.700149,,,,,,,,,False,False,
d12-s8,2957,0.700186,,,,,,,,,False,False,
d12-s8,2957,0.75,,,,,,,,,False,False,
d12-s8,2957,0.7502,,,,,,,,,False,False,
d12-s8,2957,0.799947,,,,,,,,,False,False,
d12-s8,2957,0.8,,,,,,,,,False,False,
d12-s8,2957,0.800037,,,,,,,,,False,False,
d12-s8,2957,0.84996,,,,,,,,,False,False,
d12-s8,2957,0.85,,,,,,,,,False,False,
d12-s8,2957,0.850074,,,,,,,,,False,False,
d12-s8,2957,0.899973,,,,,,,,,False,False,
d12-s8,2957,0.9,,,,,,,,,False,False,
d12-s8,2957,0.900112,,,,,,,,,False,False,
d12-s8,2957,0.949963,,,,,,,,,False,False,
d12-s8,2957,0.949987,,,,,,,,,False,False,
d12-s8,2957,0.95,,,,,,,,,False,False,
d12-s8,2957,1.0,,,,,,,,,False,False,
d12-s8,3007,0.000186,,,,,,,,,False,False,
d12-s8,3007,0.000266,,,,,,,,,False,False,
d12-s8,3007,0.000372,,,,,,,,,False,False,
d12-s8,3007,0.000397,,,,,,,,,False,False,
d12-s8,3007,0.000532,,,,,,,,,False,False,
d12-s8,3007,0.000558,,,,,,,,,False,False,
d12-s8,3007,0.000794,,,,,,,,,False,False,
d12-s8,3007,0.000798,,,,,,,,,False,False,
d12-s8,3007,0.00093,,,,,,,,,False,False,
d12-s8,3007,0.00119,,,,,,,,,False,False,
d12-s8,3007,0.00133,,,,,,,,,False,False,
d12-s8,3007,0.001674,,,,,,,,,False,False,
d12-s8,3007,0.001984,,,,,,,,,False,False,
d12-s8,3007,0.002394,,,,,,,,,False,False,
d12-s8,3007,0.003162,,,,,,,,,False,False,
d12-s8,3007,0.003571,,,,,,,,,False,False,
d12-s8,3007,0.004522,,,,,,,,,False,False,
d12-s8,3007,0.006138,,,,,,,,,False,False,
d12-s8,3007,0.006746,,,,,,,,,False,False,
d12-s8,3007,0.007626,,,,,,,,,False,False,
d12-s8,3007,0.008779,,,,,,,,,False,False,
d12-s8,3007,0.010907,,,,,,,,,False,False,
d12-s8,3007,0.012091,,,,,,,,,False,False,
d12-s8,3007,0.013095,,,,,,,,,False,False,
d12-s8,3007,0.01627,,,,,,,,,False,False,
d12-s8,3007,0.017292,,,,,,,,,False,False,
d12-s8,3007,0.023996,,,,,,,,,False,False,
d12-s8,3007,0.025794,,,,,,,,,False,False,
d12-s8,3007,0.034318,,,,,,,,,False,False,
d12-s8,3007,0.047805,,,,,,,,,False,False,
d12-s8,3007,0.050223,,,,,,,,,False,False,
d12-s8,3007,0.050279,,,,,,,,,False,False,
d12-s8,3007,0.050397,,,,,,,,,False,False,
d12-s8,3007,0.074591,,,,,,,,,False,False,
d12-s8,3007,0.10026,,,,,,,,,False,False,
d12-s8,3007,0.100293,,,,,,,,,False,False,
d12-s8,3007,0.100397,,,,,,,,,False,False,
d12-s8,3007,0.106677,,,,,,,,,False,False,
d12-s8,3007,0.150112,,,,,,,,,False,False,
d12-s8,3007,0.150306,,,,,,,,,False,False,
d12-s8,3007,0.150397,,,,,,,,,False,False,
d12-s8,3007,0.159127,,,,,,,,,False,False,
d12-s8,3007,0.200149,,,,,,,,,False,False,
d12-s8,3007,0.200319,,,,,,,,,False,False,
d12-s8,3007,0.200397,,,,,,,,,False,False,
d12-s8,3007,0.250186,,,,,,,,,False,False,
d12-s8,3007,0.250333,,,,,,,,,False,False,
d12-s8,3007,0.250397,,,,,,,,,False,False,
d12-s8,3007,0.30008,,,,,,,,,False,False,
d12-s8,3007,0.300223,,,,,,,,,False,False,
d12-s8,3007,0.300397,,,,,,,,,False,False,
d12-s8,3007,0.350074,,,,,,,,,False,False,
d12-s8,3007,0.350093,,,,,,,,,False,False,
d12-s8,3007,0.35026,,,,,,,,,False,False,
d12-s8,3007,0.350359,,,,,,,,,False,False,
d12-s8,3007,0.350397,,,,,,,,,False,False,
d12-s8,3007,0.400106,,,,,,,,,False,False,
d12-s8,3007,0.400112,,,,,,,,,False,False,
d12-s8,3007,0.400397,,,,,,,,,False,False,
d12-s8,3007,0.45012,,,,,,,,,False,False,
d12-s8,3007,0.450149,,,,,,,,,False,False,
d12-s8,3007,0.450397,,,,,,,,,False,False,
d12-s8,3007,0.500133,,,,,,,,,False,False,
d12-s8,3007,0.500186,,,,,,,,,False,False,
d12-s8,3007,0.500397,,,,,,,,,False,False,
d12-s8,3007,0.55,,,,,,,,,False,False,
d12-s8,3007,0.550037,,,,,,,,,False,False,
d12-s8,3007,0.550146,,,,,,,,,False,False,
d12-s8,3007,0.6,,,,,,,,,False,False,
d12-s8,3007,0.600074,,,,,,,,,False,False,
d12-s8,3007,0.60016,,,,,,,,,False,False,
d12-s8,3007,0.65,,,,,,,,,False,False,
d12-s8,3007,0.650112,,,,,,,,,False,False,
d12-s8,3007,0.650173,,,,,,,,,False,False,
d12-s8,3007,0.7,,,,,,,,,False,False,
d12-s8,3007,0.700149,,,,,,,,,False,False,
d12-s8,3007,0.700186,,,,,,,,,False,False,
d12-s8,3007,0.75,,,,,,,,,False,False,
d12-s8,3007,0.7502,,,,,,,,,False,False,
d12-s8,3007,0.799947,,,,,,,,,False,False,
d12-s8,3007,0.8,,,,,,,,,False,False,
d12-s8,3007,0.800037,,,,,,,,,False,False,
d12-s8,3007,0.84996,,,,,,,,,False,False,
d12-s8,3007,0.85,,,,,,,,,False,False,
d12-s8,3007,0.850074,,,,,,,,,False,False,
d12-s8,3007,0.899973,,,,,,,,,False,False,
d12-s8,3007,0.9,,,,,,,,,False,False,
d12-s8,3007,0.900112,,,,,,,,,False,False,
d12-s8,3007,0.949963,,,,,,,,,False,False,
d12-s8,3007,0.949987,,,,,,,,,False,False,
d12-s8,3007,0.95,,,,,,,,,False,False,
d12-s8,3007,1.0,,,,,,,,,False,False,
d12-s8,3195,0.000186,,,,,,,,,False,False,
d12-s8,3195,0.000266,,,,,,,,,False,False,
d12-s8,3195,0.000372,,,,,,,,,False,False,
d12-s8,3195,0.000397,,,,,,,,,False,False,
d12-s8,3195,0.000532,,,,,,,,,False,False,
d12-s8,3195,0.000558,,,,,,,,,False,False,
d12-s8,3195,0.000794,,,,,,,,,False,False,
d12-s8,3195,0.000798,,,,,,,,,False,False,
d12-s8,3195,0.00093,,,,,,,,,False,False,
d12-s8,3195,0.00119,,,,,,,,,False,False,
d12-s8,3195,0.00133,,,,,,,,,False,False,
d12-s8,3195,0.001674,,,,,,,,,False,False,
d12-s8,3195,0.001984,,,,,,,,,False,False,
d12-s8,3195,0.002394,,,,,,,,,False,False,
d12-s8,3195,0.003162,,,,,,,,,False,False,
d12-s8,3195,0.003571,,,,,,,,,False,False,
d12-s8,3195,0.004522,,,,,,,,,False,False,
d12-s8,3195,0.006138,,,,,,,,,False,False,
d12-s8,3195,0.006746,,,,,,,,,False,False,
d12-s8,3195,0.007626,,,,,,,,,False,False,
d12-s8,3195,0.008779,,,,,,,,,False,False,
d12-s8,3195,0.010907,,,,,,,,,False,False,
d12-s8,3195,0.012091,,,,,,,,,False,False,
d12-s8,3195,0.013095,,,,,,,,,False,False,
d12-s8,3195,0.01627,,,,,,,,,False,False,
d12-s8,3195,0.017292,,,,,,,,,False,False,
d12-s8,3195,0.023996,,,,,,,,,False,False,
d12-s8,3195,0.025794,,,,,,,,,False,False,
d12-s8,3195,0.034318,,,,,,,,,False,False,
d12-s8,3195,0.047805,,,,,,,,,False,False,
d12-s8,3195,0.050223,,,,,,,,,False,False,
d12-s8,3195,0.050279,,,,,,,,,False,False,
d12-s8,3195,0.050397,,,,,,,,,False,False,
d12-s8,3195,0.074591,,,,,,,,,False,False,
d12-s8,3195,0.10026,,,,,,,,,False,False,
d12-s8,3195,0.100293,,,,,,,,,False,False,
d12-s8,3195,0.100397,,,,,,,,,False,False,
d12-s8,3195,0.106677,,,,,,,,,False,False,
d12-s8,3195,0.150112,,,,,,,,,False,False,
d12-s8,3195,0.150306,,,,,,,,,False,False,
d12-s8,3195,0.150397,,,,,,,,,False,False,
d12-s8,3195,0.159127,,,,,,,,,False,False,
d12-s8,3195,0.200149,,,,,,,,,False,False,
d12-s8,3195,0.200319,,,,,,,,,False,False,
d12-s8,3195,0.200397,,,,,,,,,False,False,
d12-s8,3195,0.250186,,,,,,,,,False,False,
d12-s8,3195,0.250333,,,,,,,,,False,False,
d12-s8,3195,0.250397,,,,,,,,,False,False,
d12-s8,3195,0.30008,,,,,,,,,False,False,
d12-s8,3195,0.300223,,,,,,,,,False,False,
d12-s8,3195,0.300397,,,,,,,,,False,False,
d12-s8,3195,0.350074,,,,,,,,,False,False,
d12-s8,3195,0.350093,,,,,,,,,False,False,
d12-s8,3195,0.35026,,,,,,,,,False,False,
d12-s8,3195,0.350359,,,,,,,,,False,False,
d12-s8,3195,0.350397,,,,,,,,,False,False,
d12-s8,3195,0.400106,,,,,,,,,False,False,
d12-s8,3195,0.400112,,,,,,,,,False,False,
d12-s8,3195,0.400397,,,,,,,,,False,False,
d12-s8,3195,0.45012,,,,,,,,,False,False,
d12-s8,3195,0.450149,,,,,,,,,False,False,
d12-s8,3195,0.450397,,,,,,,,,False,False,
d12-s8,3195,0.500133,,,,,,,,,False,False,
d12-s8,3195,0.500186,,,,,,,,,False,False,
d12-s8,3195,0.500397,,,,,,,,,False,False,
d12-s8,3195,0.55,,,,,,,,,False,False,
d12-s8,3195,0.550037,,,,,,,,,False,False,
d12-s8,3195,0.550146,,,,,,,,,False,False,
d12-s8,3195,0.6,,,,,,,,,False,False,
d12-s8,3195,0.600074,,,,,,,,,False,False,
d12-s8,3195,0.60016,,,,,,,,,False,False,
d12-s8,3195,0.65,,,,,,,,,False,False,
d12-s8,3195,0.650112,,,,,,,,,False,False,
d12-s8,3195,0.650173,,,,,,,,,False,False,
d12-s8,3195,0.7,,,,,,,,,False,False,
d12-s8,3195,0.700149,,,,,,,,,False,False,
d12-s8,3195,0.700186,,,,,,,,,False,False,
d12-s8,3195,0.75,,,,,,,,,False,False,
d12-s8,3195,0.7502,,,,,,,,,False,False,
d12-s8,3195,0.799947,,,,,,,,,False,False,
d12-s8,3195,0.8,,,,,,,,,False,False,
d12-s8,3195,0.800037,,,,,,,,,False,False,
d12-s8,3195,0.84996,,,,,,,,,False,False,
d12-s8,3195,0.85,,,,,,,,,False,False,
d12-s8,3195,0.850074,,,,,,,,,False,False,
d12-s8,3195,0.899973,,,,,,,,,False,False,
d12-s8,3195,0.9,,,,,,,,,False,False,
d12-s8,3195,0.900112,,,,,,,,,False,False,
d12-s8,3195,0.949963,,,,,,,,,False,False,
d12-s8,3195,0.949987,,,,,,,,,False,False,
d12-s8,3195,0.95,,,,,,,,,False,False,
d12-s8,3195,1.0,,,,,,,,,False,False,
d12-s8,3226,0.000186,,,,,,,,,False,False,
d12-s8,3226,0.000266,,,,,,,,,False,False,
d12-s8,3226,0.000372,,,,,,,,,False,False,
d12-s8,3226,0.000397,,,,,,,,,False,False,
d12-s8,3226,0.000532,,,,,,,,,False,False,
d12-s8,3226,0.000558,,,,,,,,,False,False,
d12-s8,3226,0.000794,,,,,,,,,False,False,
d12-s8,3226,0.000798,,,,,,,,,False,False,
d12-s8,3226,0.00093,,,,,,,,,False,False,
d12-s8,3226,0.00119,,,,,,,,,False,False,
d12-s8,3226,0.00133,,,,,,,,,False,False,
d12-s8,3226,0.001674,,,,,,,,,False,False,
d12-s8,3226,0.001984,,,,,,,,,False,False,
d12-s8,3226,0.002394,,,,,,,,,False,False,
d12-s8,3226,0.003162,,,,,,,,,False,False,
d12-s8,3226,0.003571,,,,,,,,,False,False,
d12-s8,3226,0.004522,,,,,,,,,False,False,
d12-s8,3226,0.006138,,,,,,,,,False,False,
d12-s8,3226,0.006746,,,,,,,,,False,False,
d12-s8,3226,0.007626,,,,,,,,,False,False,
d12-s8,3226,0.008779,,,,,,,,,False,False,
d12-s8,3226,0.010907,,,,,,,,,False,False,
d12-s8,3226,0.012091,,,,,,,,,False,False,
d12-s8,3226,0.013095,,,,,,,,,False,False,
d12-s8,3226,0.01627,,,,,,,,,False,False,
d12-s8,3226,0.017292,,,,,,,,,False,False,
d12-s8,3226,0.023996,,,,,,,,,False,False,
d12-s8,3226,0.025794,,,,,,,,,False,False,
d12-s8,3226,0.034318,,,,,,,,,False,False,
d12-s8,3226,0.047805,,,,,,,,,False,False,
d12-s8,3226,0.050223,,,,,,,,,False,False,
d12-s8,3226,0.050279,,,,,,,,,False,False,
d12-s8,3226,0.050397,,,,,,,,,False,False,
d12-s8,3226,0.074591,,,,,,,,,False,False,
d12-s8,3226,0.10026,,,,,,,,,False,False,
d12-s8,3226,0.100293,,,,,,,,,False,False,
d12-s8,3226,0.100397,,,,,,,,,False,False,
d12-s8,3226,0.106677,,,,,,,,,False,False,
d12-s8,3226,0.150112,,,,,,,,,False,False,
d12-s8,3226,0.150306,,,,,,,,,False,False,
d12-s8,3226,0.150397,,,,,,,,,False,False,
d12-s8,3226,0.159127,,,,,,,,,False,False,
d12-s8,3226,0.200149,,,,,,,,,False,False,
d12-s8,3226,0.200319,,,,,,,,,False,False,
d12-s8,3226,0.200397,,,,,,,,,False,False,
d12-s8,3226,0.250186,,,,,,,,,False,False,
d12-s8,3226,0.250333,,,,,,,,,False,False,
d12-s8,3226,0.250397,,,,,,,,,False,False,
d12-s8,3226,0.30008,,,,,,,,,False,False,
d12-s8,3226,0.300223,,,,,,,,,False,False,
d12-s8,3226,0.300397,,,,,,,,,False,False,
d12-s8,3226,0.350074,,,,,,,,,False,False,
d12-s8,3226,0.350093,,,,,,,,,False,False,
d12-s8,3226,0.35026,,,,,,,,,False,False,
d12-s8,3226,0.350359,,,,,,,,,False,False,
d12-s8,3226,0.350397,,,,,,,,,False,False,
d12-s8,3226,0.400106,,,,,,,,,False,False,
