run,depth,seed,segment,arm,metric,family,direction,step,progress,value,estimator_id,dtype
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,401,0.15912698412698412,5.640112048147076e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,401,0.15912698412698412,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_update,e_sym,update,401,0.15912698412698412,5.092051221688893e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_update,e_lin,update,401,0.15912698412698412,7.770822279688837e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_update,verdict_code,update,401,0.15912698412698412,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_random,e_sym,random,401,0.15912698412698412,0.007149441704564147,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_random,e_lin,random,401,0.15912698412698412,0.011800082602758333,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_random,verdict_code,random,401,0.15912698412698412,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_gradient,e_sym,gradient,401,0.15912698412698412,0.020487454033201156,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_gradient,e_lin,gradient,401,0.15912698412698412,0.00818461477200904,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_gradient,verdict_code,gradient,401,0.15912698412698412,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_update,e_sym,update,401,0.15912698412698412,0.021474544785155966,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_update,e_lin,update,401,0.15912698412698412,0.011757086871218184,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_update,verdict_code,update,401,0.15912698412698412,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_random,e_sym,random,505,0.2003968253968254,5.845761511647544e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_random,e_lin,random,505,0.2003968253968254,7.687367856870359e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_random,verdict_code,random,505,0.2003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,505,0.2003968253968254,8.355917121466807e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,505,0.2003968253968254,5.802439288366849e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,505,0.2003968253968254,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_update,e_sym,update,505,0.2003968253968254,4.781749554145614e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_update,e_lin,update,505,0.2003968253968254,7.361472156092033e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_update,verdict_code,update,505,0.2003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_random,e_sym,random,505,0.2003968253968254,0.005572169733103983,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_random,e_lin,random,505,0.2003968253968254,0.011837629359655301,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_random,verdict_code,random,505,0.2003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_gradient,e_sym,gradient,505,0.2003968253968254,0.0018504798759217621,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_gradient,e_lin,gradient,505,0.2003968253968254,0.007207654110960786,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_gradient,verdict_code,gradient,505,0.2003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_update,e_sym,update,505,0.2003968253968254,0.003987331941458623,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_update,e_lin,update,505,0.2003968253968254,0.011363625420972258,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_update,verdict_code,update,505,0.2003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_random,e_sym,random,631,0.2503968253968254,1.6680845368264772e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_random,e_lin,random,631,0.2503968253968254,7.183178666873565e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_random,verdict_code,random,631,0.2503968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,631,0.2503968253968254,3.8315529193024564e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,631,0.2503968253968254,5.463011312542688e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,631,0.2503968253968254,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_update,e_sym,update,631,0.2503968253968254,3.5373991542380764e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_update,e_lin,update,631,0.2503968253968254,6.952574249645128e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_update,verdict_code,update,631,0.2503968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_random,e_sym,random,631,0.2503968253968254,0.016530340014687405,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_random,e_lin,random,631,0.2503968253968254,0.010868862840610023,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_random,verdict_code,random,631,0.2503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_gradient,e_sym,gradient,631,0.2503968253968254,0.0019392703016925794,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_gradient,e_lin,gradient,631,0.2503968253968254,0.007558294947191866,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_gradient,verdict_code,gradient,631,0.2503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_update,e_sym,update,631,0.2503968253968254,0.015421675917315025,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_update,e_lin,update,631,0.2503968253968254,0.010503973454561808,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_update,verdict_code,update,631,0.2503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_random,e_sym,random,757,0.3003968253968254,3.699244572245914e-08,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_random,e_lin,random,757,0.3003968253968254,7.624813890015373e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_random,verdict_code,random,757,0.3003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,757,0.3003968253968254,1.37828122762904e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,757,0.3003968253968254,4.875059594260404e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,757,0.3003968253968254,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_update,e_sym,update,757,0.3003968253968254,3.205695246423379e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_update,e_lin,update,757,0.3003968253968254,7.185841565631431e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_update,verdict_code,update,757,0.3003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_random,e_sym,random,757,0.3003968253968254,0.01564797509718478,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_random,e_lin,random,757,0.3003968253968254,0.011473857942496196,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_random,verdict_code,random,757,0.3003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_gradient,e_sym,gradient,757,0.3003968253968254,0.018557290263957495,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_gradient,e_lin,gradient,757,0.3003968253968254,0.0059313866087214355,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_gradient,verdict_code,gradient,757,0.3003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_update,e_sym,update,757,0.3003968253968254,0.007145578666678783,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_update,e_lin,update,757,0.3003968253968254,0.010352671430926816,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_update,verdict_code,update,757,0.3003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_random,e_sym,random,883,0.3503968253968254,3.7141546060105476e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_random,e_lin,random,883,0.3503968253968254,7.735694205875379e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_random,verdict_code,random,883,0.3503968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,883,0.3503968253968254,1.2896091057468115e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,883,0.3503968253968254,5.023532848113368e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,883,0.3503968253968254,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_update,e_sym,update,883,0.3503968253968254,2.1397404566013767e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_update,e_lin,update,883,0.3503968253968254,7.797933560005004e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_update,verdict_code,update,883,0.3503968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_random,e_sym,random,883,0.3503968253968254,0.00763754258318158,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_random,e_lin,random,883,0.3503968253968254,0.011693319683510606,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_random,verdict_code,random,883,0.3503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_gradient,e_sym,gradient,883,0.3503968253968254,0.0005865263404453609,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_gradient,e_lin,gradient,883,0.3503968253968254,0.007132028848170593,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_gradient,verdict_code,gradient,883,0.3503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_update,e_sym,update,883,0.3503968253968254,0.20864387515098048,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_update,e_lin,update,883,0.3503968253968254,0.011484035859765374,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_update,verdict_code,update,883,0.3503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_random,e_sym,random,1009,0.4003968253968254,1.1351839341690011e-05,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_random,e_lin,random,1009,0.4003968253968254,7.481947951293663e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_random,verdict_code,random,1009,0.4003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,1009,0.4003968253968254,3.8454132927898796e-08,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,1009,0.4003968253968254,4.908215886017089e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,1009,0.4003968253968254,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_update,e_sym,update,1009,0.4003968253968254,1.4233092736083853e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_update,e_lin,update,1009,0.4003968253968254,7.557663615787306e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1009,0.4003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_random,e_sym,random,1009,0.4003968253968254,0.06015264148392998,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_random,e_lin,random,1009,0.4003968253968254,0.011256641915723188,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_random,verdict_code,random,1009,0.4003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_gradient,e_sym,gradient,1009,0.4003968253968254,0.0015544378716797907,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_gradient,e_lin,gradient,1009,0.4003968253968254,0.005956713721807792,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_gradient,verdict_code,gradient,1009,0.4003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_update,e_sym,update,1009,0.4003968253968254,0.014700555437290189,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_update,e_lin,update,1009,0.4003968253968254,0.010932284810852818,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_update,verdict_code,update,1009,0.4003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_random,e_sym,random,1135,0.4503968253968254,2.653277709248679e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_random,e_lin,random,1135,0.4503968253968254,7.376877305780896e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_random,verdict_code,random,1135,0.4503968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,1135,0.4503968253968254,1.571700927225211e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,1135,0.4503968253968254,4.562033280918475e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,1135,0.4503968253968254,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_update,e_sym,update,1135,0.4503968253968254,1.1878724726172045e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_update,e_lin,update,1135,0.4503968253968254,7.405808650823696e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1135,0.4503968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_random,e_sym,random,1135,0.4503968253968254,0.033249601847676606,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_random,e_lin,random,1135,0.4503968253968254,0.010611583431180094,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_random,verdict_code,random,1135,0.4503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_gradient,e_sym,gradient,1135,0.4503968253968254,0.002079138060466292,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_gradient,e_lin,gradient,1135,0.4503968253968254,0.00479337074575322,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_gradient,verdict_code,gradient,1135,0.4503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_update,e_sym,update,1135,0.4503968253968254,0.020465154890446986,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_update,e_lin,update,1135,0.4503968253968254,0.010107630773549873,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_update,verdict_code,update,1135,0.4503968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_random,e_sym,random,1261,0.5003968253968254,1.6408866907775881e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_random,e_lin,random,1261,0.5003968253968254,1.0083010175091715e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_random,verdict_code,random,1261,0.5003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_gradient,e_sym,gradient,1261,0.5003968253968254,2.993726020357397e-06,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_gradient,e_lin,gradient,1261,0.5003968253968254,5.313091921708051e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_gradient,verdict_code,gradient,1261,0.5003968253968254,0.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_sym_update,e_sym,update,1261,0.5003968253968254,2.225980800633652e-05,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/e_lin_update,e_lin,update,1261,0.5003968253968254,8.747072838549664e-07,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,shadow_fp32,curvature/verdict_code_update,verdict_code,update,1261,0.5003968253968254,1.0,hvp-shadow-fp32-ieee-v1,torch.float32
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_random,e_sym,random,1261,0.5003968253968254,0.0014484444928972052,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_random,e_lin,random,1261,0.5003968253968254,0.01123738502961989,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_random,verdict_code,random,1261,0.5003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_gradient,e_sym,gradient,1261,0.5003968253968254,0.0019249046377413815,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_gradient,e_lin,gradient,1261,0.5003968253968254,0.006413476419127263,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_gradient,verdict_code,gradient,1261,0.5003968253968254,2.0,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_sym_update,e_sym,update,1261,0.5003968253968254,0.00998483982304964,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/e_lin_update,e_lin,update,1261,0.5003968253968254,0.010175575516526151,,torch.bfloat16
d12-s8,12,8,d12-s8-s0-2b2e72e4395440029b92226213d137bb,native,curvature/verdict_code_update,verdict_code,update,1261,0.5003968253968254,2.0,,torch.bfloat16
