run,probe,step,d_probe,progress,batch/bos_count,batch/mean_segment_length
d14-s7,5c54f16c,2417,-0.02140045166015625,0.6429901569566374,991.0463576158941,529.5991944818525
d14-s7,5c54f16c,2568,-0.017971038818359375,0.6831604150039904,992.7814569536424,528.6341378975371
d14-s7,5c54f16c,2719,-0.020825862884521484,0.7233306730513435,993.774834437086,528.1263967407241
d14-s7,5c54f16c,2870,-0.022037506103515625,0.7635009310986964,991.225165562914,529.5142157652609
d14-s7,5c54f16c,3021,-0.020875215530395508,0.8036711891460495,993.4503311258278,528.3134645592513
d14-s7,5c54f16c,3172,-0.016971826553344727,0.8438414471934025,992.7019867549669,528.7698647753647
d14-s7,5c54f16c,3323,-0.019581079483032227,0.8840117052407556,994.3576158940398,527.8177781603714
d14-s7,5c54f16c,3474,-0.015129804611206055,0.9241819632881085,992.9139072847682,528.5409756567384
d14-s7,5c54f16c,3625,-0.014177322387695312,0.9643522213354616,992.0066225165563,529.1243947044749
d16-s7,066a03cc,217,-6.659924030303955,0.040364583333333336,1005.1435185185185,522.6416712294126
d16-s7,066a03cc,433,-0.3183717727661133,0.08054315476190477,990.6157407407408,529.7739987591624
d16-s7,066a03cc,649,-0.14159393310546875,0.12072172619047619,991.0231481481482,529.6018271500695
d16-s7,066a03cc,865,-0.07415437698364258,0.16090029761904762,991.5833333333334,529.3083613548088
d16-s7,066a03cc,1081,-0.04475593566894531,0.20107886904761904,991.1898148148148,529.485472565362
d16-s7,066a03cc,1297,-0.03408026695251465,0.24125744047619047,997.3287037037037,526.2374176772419
d16-s7,066a03cc,1513,-0.024468421936035156,0.2814360119047619,992.7453703703703,528.7332067954142
d16-s7,066a03cc,1729,-0.019852399826049805,0.3216145833333333,992.800925925926,528.7259031652569
d16-s7,066a03cc,1945,-0.02874898910522461,0.36179315476190477,996.0787037037037,526.9546523983457
d16-s7,066a03cc,2161,-0.03559112548828125,0.40197172619047616,991.1388888888889,529.5689928853761
d16-s7,066a03cc,2377,-0.02252340316772461,0.4421502976190476,991.3935185185185,529.4227048392265
d16-s7,066a03cc,2593,-0.03514242172241211,0.48232886904761907,992.9212962962963,528.5730542543065
d16-s7,066a03cc,2809,-0.030796527862548828,0.5225074404761905,991.4861111111111,529.354522627582
d16-s7,066a03cc,3025,-0.016329050064086914,0.5626860119047619,993.9907407407408,528.0214427575481
d16-s7,066a03cc,3241,-0.020313262939453125,0.6028645833333334,992.5648148148148,528.8226467407998
d16-s7,066a03cc,3457,-0.02921605110168457,0.6430431547619048,994.6018518518518,527.6641897321141
d16-s7,066a03cc,3673,-0.015931129455566406,0.6832217261904762,991.8425925925926,529.1850793854347
d16-s7,066a03cc,3889,-0.020248889923095703,0.7234002976190477,993.1944444444445,528.3949605192345
d16-s7,066a03cc,4105,-0.018388748168945312,0.7635788690476191,991.0231481481482,529.6085990892578
d16-s7,066a03cc,4321,-0.020429134368896484,0.8037574404761905,990.7731481481482,529.73098146782
d16-s7,066a03cc,4537,-0.020919322967529297,0.8439360119047619,989.8055555555555,530.2720462514667
d16-s7,066a03cc,4753,-0.01633310317993164,0.8841145833333334,992.8703703703703,528.6286132037469
d16-s7,066a03cc,4969,-0.013104915618896484,0.9242931547619048,990.0925925925926,530.1365212272772
d16-s7,066a03cc,5185,-0.012182235717773438,0.9644717261904762,995.1666666666666,527.4009747331021
d16-s7,5c54f16c,217,-6.7599968910217285,0.040364583333333336,1005.1435185185185,522.6416712294126
d16-s7,5c54f16c,433,-0.30843639373779297,0.08054315476190477,990.6157407407408,529.7739987591624
d16-s7,5c54f16c,649,-0.14969635009765625,0.12072172619047619,991.0231481481482,529.6018271500695
d16-s7,5c54f16c,865,-0.0746772289276123,0.16090029761904762,991.5833333333334,529.3083613548088
d16-s7,5c54f16c,1081,-0.04196524620056152,0.20107886904761904,991.1898148148148,529.485472565362
d16-s7,5c54f16c,1297,-0.038763999938964844,0.24125744047619047,997.3287037037037,526.2374176772419
d16-s7,5c54f16c,1513,-0.023325681686401367,0.2814360119047619,992.7453703703703,528.7332067954142
d16-s7,5c54f16c,1729,-0.01762080192565918,0.3216145833333333,992.800925925926,528.7259031652569
d16-s7,5c54f16c,1945,-0.028860092163085938,0.36179315476190477,996.0787037037037,526.9546523983457
d16-s7,5c54f16c,2161,-0.037978410720825195,0.40197172619047616,991.1388888888889,529.5689928853761
d16-s7,5c54f16c,2377,-0.02254772186279297,0.4421502976190476,991.3935185185185,529.4227048392265
d16-s7,5c54f16c,2593,-0.01931166648864746,0.48232886904761907,992.9212962962963,528.5730542543065
d16-s7,5c54f16c,2809,-0.03762006759643555,0.5225074404761905,991.4861111111111,529.354522627582
d16-s7,5c54f16c,3025,-0.0158231258392334,0.5626860119047619,993.9907407407408,528.0214427575481
d16-s7,5c54f16c,3241,-0.03648257255554199,0.6028645833333334,992.5648148148148,528.8226467407998
d16-s7,5c54f16c,3457,-0.011249303817749023,0.6430431547619048,994.6018518518518,527.6641897321141
d16-s7,5c54f16c,3673,-0.0215299129486084,0.6832217261904762,991.8425925925926,529.1850793854347
d16-s7,5c54f16c,3889,-0.017652273178100586,0.7234002976190477,993.1944444444445,528.3949605192345
d16-s7,5c54f16c,4105,-0.022604942321777344,0.7635788690476191,991.0231481481482,529.6085990892578
d16-s7,5c54f16c,4321,-0.019932270050048828,0.8037574404761905,990.7731481481482,529.73098146782
d16-s7,5c54f16c,4537,-0.01501154899597168,0.8439360119047619,989.8055555555555,530.2720462514667
d16-s7,5c54f16c,4753,-0.016555070877075195,0.8841145833333334,992.8703703703703,528.6286132037469
d16-s7,5c54f16c,4969,-0.01652240753173828,0.9242931547619048,990.0925925925926,530.1365212272772
d16-s7,5c54f16c,5185,-0.012913942337036133,0.9644717261904762,995.1666666666666,527.4009747331021
