run,kind,s0,s1,gap,progress,cos
d12-s7,batch_grad,0,606,606,0.0,-0.014723645442039973
d12-s7,batch_grad,0,707,707,0.0,0.0008836724796576176
d12-s7,batch_grad,0,808,808,0.0,0.01100537885853164
d12-s7,batch_grad,0,909,909,0.0,-0.00468676094338563
d12-s7,batch_grad,0,1010,1010,0.0,0.010734513672335941
d12-s7,batch_grad,0,1111,1111,0.0,-0.013740192269699568
d12-s7,batch_grad,0,1212,1212,0.0,0.0005919140303644122
d12-s7,batch_grad,0,1313,1313,0.0,0.0052315198066725035
d12-s7,batch_grad,0,1414,1414,0.0,0.0025610357381844443
d12-s7,batch_grad,0,1515,1515,0.0,0.005021958348464721
d12-s7,batch_grad,0,1616,1616,0.0,0.00021726326619628188
d12-s7,batch_grad,0,1717,1717,0.0,0.0059554718684853465
d12-s7,batch_grad,0,1818,1818,0.0,0.0018972899371178986
d12-s7,batch_grad,0,1919,1919,0.0,0.006902098590139594
d12-s7,batch_grad,0,2020,2020,0.0,-0.008806473795744693
d12-s7,batch_grad,0,2121,2121,0.0,0.009912967555434648
d12-s7,batch_grad,0,2222,2222,0.0,0.0024772345541998098
d12-s7,batch_grad,0,2323,2323,0.0,0.008231520516671876
d12-s7,batch_grad,0,2424,2424,0.0,0.005780957351986332
d12-s7,batch_grad,101,202,101,0.04007936507936508,0.07632391078808913
d12-s7,batch_grad,101,303,202,0.04007936507936508,0.05152096224730552
d12-s7,batch_grad,101,404,303,0.04007936507936508,0.16389843882146718
d12-s7,batch_grad,101,505,404,0.04007936507936508,0.23693934271023642
d12-s7,batch_grad,101,606,505,0.04007936507936508,0.028603349990010556
d12-s7,batch_grad,101,707,606,0.04007936507936508,-0.1363163668627385
d12-s7,batch_grad,101,808,707,0.04007936507936508,-0.06788648947272798
d12-s7,batch_grad,101,909,808,0.04007936507936508,0.011942044820300276
d12-s7,batch_grad,101,1010,909,0.04007936507936508,0.16528390370161816
d12-s7,batch_grad,101,1111,1010,0.04007936507936508,-0.011783908776921374
d12-s7,batch_grad,101,1212,1111,0.04007936507936508,-0.04649610074116997
d12-s7,batch_grad,101,1313,1212,0.04007936507936508,0.08941315703544485
d12-s7,batch_grad,101,1414,1313,0.04007936507936508,-0.08128547487505407
d12-s7,batch_grad,101,1515,1414,0.04007936507936508,0.10455919648967281
d12-s7,batch_grad,101,1616,1515,0.04007936507936508,0.06915843302073349
d12-s7,batch_grad,101,1717,1616,0.04007936507936508,-0.0010173106337736035
d12-s7,batch_grad,101,1818,1717,0.04007936507936508,-0.015387621359058327
d12-s7,batch_grad,101,1919,1818,0.04007936507936508,0.09081629382132266
d12-s7,batch_grad,101,2020,1919,0.04007936507936508,-0.08624762339537592
d12-s7,batch_grad,101,2121,2020,0.04007936507936508,0.0018101762143436324
d12-s7,batch_grad,101,2222,2121,0.04007936507936508,0.026772582916056258
d12-s7,batch_grad,101,2323,2222,0.04007936507936508,0.06111068413789078
d12-s7,batch_grad,101,2424,2323,0.04007936507936508,0.005824731403835099
d12-s7,batch_grad,202,303,101,0.08015873015873017,0.16655106526000216
d12-s7,batch_grad,202,404,202,0.08015873015873017,-0.19304195337749888
d12-s7,batch_grad,202,505,303,0.08015873015873017,-0.20631714136898716
d12-s7,batch_grad,202,606,404,0.08015873015873017,-0.07995803631860811
d12-s7,batch_grad,202,707,505,0.08015873015873017,0.030231782210354732
d12-s7,batch_grad,202,808,606,0.08015873015873017,0.21211793296586137
d12-s7,batch_grad,202,909,707,0.08015873015873017,-0.1581844985705055
d12-s7,batch_grad,202,1010,808,0.08015873015873017,-0.1763265580142701
d12-s7,batch_grad,202,1111,909,0.08015873015873017,-0.05822058012585735
d12-s7,batch_grad,202,1212,1010,0.08015873015873017,-0.03070192463381578
d12-s7,batch_grad,202,1313,1111,0.08015873015873017,-0.030866069736017215
d12-s7,batch_grad,202,1414,1212,0.08015873015873017,0.19128932853949834
d12-s7,batch_grad,202,1515,1313,0.08015873015873017,-0.027572221457791028
d12-s7,batch_grad,202,1616,1414,0.08015873015873017,-0.038305188908003496
d12-s7,batch_grad,202,1717,1515,0.08015873015873017,-0.050710457407521635
d12-s7,batch_grad,202,1818,1616,0.08015873015873017,0.10551693226930699
d12-s7,batch_grad,202,1919,1717,0.08015873015873017,-0.034160191114908735
d12-s7,batch_grad,202,2020,1818,0.08015873015873017,0.058339002441698685
d12-s7,batch_grad,202,2121,1919,0.08015873015873017,0.07373549463478327
d12-s7,batch_grad,202,2222,2020,0.08015873015873017,0.007599384243734074
d12-s7,batch_grad,202,2323,2121,0.08015873015873017,-0.09914812910086081
d12-s7,batch_grad,202,2424,2222,0.08015873015873017,0.04422052997570866
d12-s7,batch_grad,303,404,101,0.12023809523809524,0.2397068735916074
d12-s7,batch_grad,303,505,202,0.12023809523809524,0.09517588840576675
d12-s7,batch_grad,303,606,303,0.12023809523809524,0.017420102534605606
d12-s7,batch_grad,303,707,404,0.12023809523809524,-0.1288713314981415
d12-s7,batch_grad,303,808,505,0.12023809523809524,0.13451363178821077
d12-s7,batch_grad,303,909,606,0.12023809523809524,-0.05993232419883034
d12-s7,batch_grad,303,1010,707,0.12023809523809524,0.12518622438285376
d12-s7,batch_grad,303,1111,808,0.12023809523809524,-0.11533773580616766
d12-s7,batch_grad,303,1212,909,0.12023809523809524,-0.10422975127096035
d12-s7,batch_grad,303,1313,1010,0.12023809523809524,0.13430707102936476
d12-s7,batch_grad,303,1414,1111,0.12023809523809524,0.07293527580410612
d12-s7,batch_grad,303,1515,1212,0.12023809523809524,0.07665374456629623
d12-s7,batch_grad,303,1616,1313,0.12023809523809524,0.04679639385268445
d12-s7,batch_grad,303,1717,1414,0.12023809523809524,0.0011708939131060236
d12-s7,batch_grad,303,1818,1515,0.12023809523809524,0.1449876332626807
d12-s7,batch_grad,303,1919,1616,0.12023809523809524,0.08777594754265003
d12-s7,batch_grad,303,2020,1717,0.12023809523809524,-0.0386193393530556
d12-s7,batch_grad,303,2121,1818,0.12023809523809524,0.1551572178049867
d12-s7,batch_grad,303,2222,1919,0.12023809523809524,0.03186654550756115
d12-s7,batch_grad,303,2323,2020,0.12023809523809524,-0.016934768969698172
d12-s7,batch_grad,303,2424,2121,0.12023809523809524,0.022347074180318602
d12-s7,batch_grad,404,505,101,0.16031746031746033,0.5085185047330905
d12-s7,batch_grad,404,606,202,0.16031746031746033,0.08659997498996008
d12-s7,batch_grad,404,707,303,0.16031746031746033,-0.24453048838269814
d12-s7,batch_grad,404,808,404,0.16031746031746033,-0.09247410630291603
d12-s7,batch_grad,404,909,505,0.16031746031746033,0.15852348241745925
d12-s7,batch_grad,404,1010,606,0.16031746031746033,0.5017187900558681
d12-s7,batch_grad,404,1111,707,0.16031746031746033,-0.20973551243014243
d12-s7,batch_grad,404,1212,808,0.16031746031746033,-0.18779586209737803
d12-s7,batch_grad,404,1313,909,0.16031746031746033,0.3260738822780973
d12-s7,batch_grad,404,1414,1010,0.16031746031746033,-0.07028955393503902
d12-s7,batch_grad,404,1515,1111,0.16031746031746033,0.24117465774888355
d12-s7,batch_grad,404,1616,1212,0.16031746031746033,0.18000880425907656
d12-s7,batch_grad,404,1717,1313,0.16031746031746033,0.06388158104131783
d12-s7,batch_grad,404,1818,1414,0.16031746031746033,0.1471915252090541
d12-s7,batch_grad,404,1919,1515,0.16031746031746033,0.3011457755279786
d12-s7,batch_grad,404,2020,1616,0.16031746031746033,-0.27880265019443456
d12-s7,batch_grad,404,2121,1717,0.16031746031746033,0.11842929279916523
d12-s7,batch_grad,404,2222,1818,0.16031746031746033,0.05336396140175691
d12-s7,batch_grad,404,2323,1919,0.16031746031746033,0.17396408805572536
d12-s7,batch_grad,404,2424,2020,0.16031746031746033,-0.015872085425467614
d12-s7,batch_grad,505,606,101,0.2003968253968254,0.09642551169849271
d12-s7,batch_grad,505,707,202,0.2003968253968254,-0.5829474347106081
d12-s7,batch_grad,505,808,303,0.2003968253968254,-0.28607998414027913
d12-s7,batch_grad,505,909,404,0.2003968253968254,0.051348095437683504
d12-s7,batch_grad,505,1010,505,0.2003968253968254,0.5221123357125181
d12-s7,batch_grad,505,1111,606,0.2003968253968254,-0.027856330192917576
d12-s7,batch_grad,505,1212,707,0.2003968253968254,-0.2798993734739499
d12-s7,batch_grad,505,1313,808,0.2003968253968254,0.3678690201549613
d12-s7,batch_grad,505,1414,909,0.2003968253968254,-0.2401945107352762
d12-s7,batch_grad,505,1515,1010,0.2003968253968254,0.3746828454156623
d12-s7,batch_grad,505,1616,1111,0.2003968253968254,0.310228788974327
d12-s7,batch_grad,505,1717,1212,0.2003968253968254,-0.08617434229141399
d12-s7,batch_grad,505,1818,1313,0.2003968253968254,0.006789001531794448
d12-s7,batch_grad,505,1919,1414,0.2003968253968254,0.30095742403576997
d12-s7,batch_grad,505,2020,1515,0.2003968253968254,-0.29110590815187515
d12-s7,batch_grad,505,2121,1616,0.2003968253968254,0.03648237600753984
d12-s7,batch_grad,505,2222,1717,0.2003968253968254,0.10986545989900655
d12-s7,batch_grad,505,2323,1818,0.2003968253968254,0.21362927428717077
d12-s7,batch_grad,505,2424,1919,0.2003968253968254,-0.0014580594156576674
d12-s7,batch_grad,606,707,101,0.24047619047619048,0.14257792479626896
d12-s7,batch_grad,606,808,202,0.24047619047619048,0.07762258686969713
d12-s7,batch_grad,606,909,303,0.24047619047619048,0.13688748679745946
d12-s7,batch_grad,606,1010,404,0.24047619047619048,0.06274032979688889
d12-s7,batch_grad,606,1111,505,0.24047619047619048,-0.07532396532212121
d12-s7,batch_grad,606,1212,606,0.24047619047619048,0.06850758721796103
d12-s7,batch_grad,606,1313,707,0.24047619047619048,-0.11910302936274206
d12-s7,batch_grad,606,1414,808,0.24047619047619048,-0.23331354968897958
d12-s7,batch_grad,606,1515,909,0.24047619047619048,-0.12597236577319204
d12-s7,batch_grad,606,1616,1010,0.24047619047619048,0.12752826115361293
d12-s7,batch_grad,606,1717,1111,0.24047619047619048,0.0905293523718317
d12-s7,batch_grad,606,1818,1212,0.24047619047619048,-0.16357947379466814
d12-s7,batch_grad,606,1919,1313,0.24047619047619048,-0.019768828935556638
d12-s7,batch_grad,606,2020,1414,0.24047619047619048,0.09230214292843723
d12-s7,batch_grad,606,2121,1515,0.24047619047619048,-0.06944779791245849
d12-s7,batch_grad,606,2222,1616,0.24047619047619048,0.02042608678932707
d12-s7,batch_grad,606,2323,1717,0.24047619047619048,0.08365994326925534
d12-s7,batch_grad,606,2424,1818,0.24047619047619048,-0.046958993058481405
d12-s7,batch_grad,707,808,101,0.28055555555555556,0.24815753711087615
d12-s7,batch_grad,707,909,202,0.28055555555555556,0.2762340978336878
d12-s7,batch_grad,707,1010,303,0.28055555555555556,-0.29729598946774277
d12-s7,batch_grad,707,1111,404,0.28055555555555556,-0.08966111161532397
d12-s7,batch_grad,707,1212,505,0.28055555555555556,0.48985045732362664
d12-s7,batch_grad,707,1313,606,0.28055555555555556,-0.43422165385254885
d12-s7,batch_grad,707,1414,707,0.28055555555555556,0.02862621131332535
d12-s7,batch_grad,707,1515,808,0.28055555555555556,-0.5008246842603924
d12-s7,batch_grad,707,1616,909,0.28055555555555556,-0.330314368658148
d12-s7,batch_grad,707,1717,1010,0.28055555555555556,0.3060781518088891
d12-s7,batch_grad,707,1818,1111,0.28055555555555556,-0.16782933524423907
d12-s7,batch_grad,707,1919,1212,0.28055555555555556,-0.3052315120716235
d12-s7,batch_grad,707,2020,1313,0.28055555555555556,0.21605104568060404
d12-s7,batch_grad,707,2121,1414,0.28055555555555556,-0.10582893180842547
d12-s7,batch_grad,707,2222,1515,0.28055555555555556,-0.1615858330508663
d12-s7,batch_grad,707,2323,1616,0.28055555555555556,-0.09235183600412027
d12-s7,batch_grad,707,2424,1717,0.28055555555555556,-0.07407316676717875
d12-s7,batch_grad,808,909,101,0.32063492063492066,-0.117842751695569
d12-s7,batch_grad,808,1010,202,0.32063492063492066,0.026593922076751073
d12-s7,batch_grad,808,1111,303,0.32063492063492066,-0.3838340554895588
d12-s7,batch_grad,808,1212,404,0.32063492063492066,-0.2076891213085142
d12-s7,batch_grad,808,1313,505,0.32063492063492066,0.033063535397994656
d12-s7,batch_grad,808,1414,606,0.32063492063492066,0.10325473263963096
d12-s7,batch_grad,808,1515,707,0.32063492063492066,0.14411577107754964
d12-s7,batch_grad,808,1616,808,0.32063492063492066,0.05322057250208809
d12-s7,batch_grad,808,1717,909,0.32063492063492066,0.16003698832655416
d12-s7,batch_grad,808,1818,1010,0.32063492063492066,0.18837453723208644
d12-s7,batch_grad,808,1919,1111,0.32063492063492066,0.23138185245371035
d12-s7,batch_grad,808,2020,1212,0.32063492063492066,0.09099387083083048
d12-s7,batch_grad,808,2121,1313,0.32063492063492066,0.32119958032537693
d12-s7,batch_grad,808,2222,1414,0.32063492063492066,-0.003975060818272359
d12-s7,batch_grad,808,2323,1515,0.32063492063492066,-0.07928958827255074
d12-s7,batch_grad,808,2424,1616,0.32063492063492066,0.15545551618427933
d12-s7,batch_grad,909,1010,101,0.3607142857142857,0.10689533669253486
d12-s7,batch_grad,909,1111,202,0.3607142857142857,-0.03198320817808711
d12-s7,batch_grad,909,1212,303,0.3607142857142857,0.17999187410860432
d12-s7,batch_grad,909,1313,404,0.3607142857142857,-0.3063392282560548
d12-s7,batch_grad,909,1414,505,0.3607142857142857,0.13737324990524882
d12-s7,batch_grad,909,1515,606,0.3607142857142857,-0.37017241010196694
d12-s7,batch_grad,909,1616,707,0.3607142857142857,-0.09291306967523245
d12-s7,batch_grad,909,1717,808,0.3607142857142857,0.2665519753987148
d12-s7,batch_grad,909,1818,909,0.3607142857142857,-0.1676905149414136
d12-s7,batch_grad,909,1919,1010,0.3607142857142857,-0.307541174629819
d12-s7,batch_grad,909,2020,1111,0.3607142857142857,0.010184078580588785
d12-s7,batch_grad,909,2121,1212,0.3607142857142857,-0.16551623088935905
d12-s7,batch_grad,909,2222,1313,0.3607142857142857,-0.20408118168092898
d12-s7,batch_grad,909,2323,1414,0.3607142857142857,0.006802300896299957
d12-s7,batch_grad,909,2424,1515,0.3607142857142857,-0.11445815233901345
d12-s7,batch_grad,1010,1111,101,0.4007936507936508,-0.3425930885278586
d12-s7,batch_grad,1010,1212,202,0.4007936507936508,-0.20527208408356976
d12-s7,batch_grad,1010,1313,303,0.4007936507936508,0.33877478430397334
d12-s7,batch_grad,1010,1414,404,0.4007936507936508,0.09210742864435695
d12-s7,batch_grad,1010,1515,505,0.4007936507936508,0.4491723551449403
d12-s7,batch_grad,1010,1616,606,0.4007936507936508,0.43032481675880263
d12-s7,batch_grad,1010,1717,707,0.4007936507936508,0.23218939436478045
d12-s7,batch_grad,1010,1818,808,0.4007936507936508,0.07483713199609465
d12-s7,batch_grad,1010,1919,909,0.4007936507936508,0.3834413038212615
d12-s7,batch_grad,1010,2020,1010,0.4007936507936508,-0.42266954214271363
d12-s7,batch_grad,1010,2121,1111,0.4007936507936508,0.15475075104344554
d12-s7,batch_grad,1010,2222,1212,0.4007936507936508,0.09436589007782788
d12-s7,batch_grad,1010,2323,1313,0.4007936507936508,0.21624508874142306
d12-s7,batch_grad,1010,2424,1414,0.4007936507936508,0.1238578639579972
d12-s7,batch_grad,1111,1212,101,0.44087301587301586,0.10888182751973373
d12-s7,batch_grad,1111,1313,202,0.44087301587301586,-0.3667676489708667
d12-s7,batch_grad,1111,1414,303,0.44087301587301586,-0.2501480792458551
d12-s7,batch_grad,1111,1515,404,0.44087301587301586,-0.2834273612641383
d12-s7,batch_grad,1111,1616,505,0.44087301587301586,-0.20486420425527357
d12-s7,batch_grad,1111,1717,606,0.44087301587301586,-0.39633656774058057
d12-s7,batch_grad,1111,1818,707,0.44087301587301586,-0.38465600037661796
d12-s7,batch_grad,1111,1919,808,0.44087301587301586,-0.36273101168908717
d12-s7,batch_grad,1111,2020,909,0.44087301587301586,0.2804034347419605
d12-s7,batch_grad,1111,2121,1010,0.44087301587301586,-0.4073060451100949
d12-s7,batch_grad,1111,2222,1111,0.44087301587301586,-0.07595886751960329
d12-s7,batch_grad,1111,2323,1212,0.44087301587301586,-0.05359684533630195
d12-s7,batch_grad,1111,2424,1313,0.44087301587301586,-0.1977784365953523
d12-s7,batch_grad,1212,1313,101,0.48095238095238096,-0.5301558477478275
d12-s7,batch_grad,1212,1414,202,0.48095238095238096,-0.08171098075943699
d12-s7,batch_grad,1212,1515,303,0.48095238095238096,-0.5803178587726318
d12-s7,batch_grad,1212,1616,404,0.48095238095238096,-0.42618528341054274
d12-s7,batch_grad,1212,1717,505,0.48095238095238096,0.2685450473533944
d12-s7,batch_grad,1212,1818,606,0.48095238095238096,-0.4607187216149168
d12-s7,batch_grad,1212,1919,707,0.48095238095238096,-0.49568092176282486
d12-s7,batch_grad,1212,2020,808,0.48095238095238096,0.13912752056559707
d12-s7,batch_grad,1212,2121,909,0.48095238095238096,-0.3444803986994849
d12-s7,batch_grad,1212,2222,1010,0.48095238095238096,-0.14847141589517418
d12-s7,batch_grad,1212,2323,1111,0.48095238095238096,0.013707132193715138
d12-s7,batch_grad,1212,2424,1212,0.48095238095238096,-0.1150685967958061
d12-s7,batch_grad,1313,1414,101,0.5210317460317461,-0.008525079851212577
d12-s7,batch_grad,1313,1515,202,0.5210317460317461,0.6718625238778457
d12-s7,batch_grad,1313,1616,303,0.5210317460317461,0.30235297533864136
d12-s7,batch_grad,1313,1717,404,0.5210317460317461,-0.12081134423272323
d12-s7,batch_grad,1313,1818,505,0.5210317460317461,0.5080371591232182
d12-s7,batch_grad,1313,1919,606,0.5210317460317461,0.5887617978681507
d12-s7,batch_grad,1313,2020,707,0.5210317460317461,-0.44220883277185963
d12-s7,batch_grad,1313,2121,808,0.5210317460317461,0.39466254310532267
d12-s7,batch_grad,1313,2222,909,0.5210317460317461,0.17587443623237772
d12-s7,batch_grad,1313,2323,1010,0.5210317460317461,0.08468458558345322
d12-s7,batch_grad,1313,2424,1111,0.5210317460317461,0.07927782417235041
d12-s7,batch_grad,1414,1515,101,0.5611111111111111,-0.0924016068373283
d12-s7,batch_grad,1414,1616,202,0.5611111111111111,-0.0305851755060611
d12-s7,batch_grad,1414,1717,303,0.5611111111111111,0.20252249041240156
d12-s7,batch_grad,1414,1818,404,0.5611111111111111,0.31191715701113754
d12-s7,batch_grad,1414,1919,505,0.5611111111111111,-0.06330891174507827
d12-s7,batch_grad,1414,2020,606,0.5611111111111111,-0.05717104210954867
d12-s7,batch_grad,1414,2121,707,0.5611111111111111,0.2113423372273649
d12-s7,batch_grad,1414,2222,808,0.5611111111111111,-0.0764744645402015
d12-s7,batch_grad,1414,2323,909,0.5611111111111111,-0.06573469597052191
d12-s7,batch_grad,1414,2424,1010,0.5611111111111111,0.09613455918006165
d12-s7,batch_grad,1515,1616,101,0.6011904761904762,0.4086082051731764
d12-s7,batch_grad,1515,1717,202,0.6011904761904762,-0.06526258791528272
d12-s7,batch_grad,1515,1818,303,0.6011904761904762,0.30124406667108516
d12-s7,batch_grad,1515,1919,404,0.6011904761904762,0.6236544225262791
d12-s7,batch_grad,1515,2020,505,0.6011904761904762,-0.2959754735848252
d12-s7,batch_grad,1515,2121,606,0.6011904761904762,0.3147766391442572
d12-s7,batch_grad,1515,2222,707,0.6011904761904762,0.24698473672894036
d12-s7,batch_grad,1515,2323,808,0.6011904761904762,0.049435427409501596
d12-s7,batch_grad,1515,2424,909,0.6011904761904762,0.19706565356368339
d12-s7,batch_grad,1616,1717,101,0.6412698412698413,0.06858492578095385
d12-s7,batch_grad,1616,1818,202,0.6412698412698413,0.063321203658245
d12-s7,batch_grad,1616,1919,303,0.6412698412698413,0.27300222656627177
d12-s7,batch_grad,1616,2020,404,0.6412698412698413,-0.18579982678190277
d12-s7,batch_grad,1616,2121,505,0.6412698412698413,0.06838678136255365
d12-s7,batch_grad,1616,2222,606,0.6412698412698413,0.08616832492464145
d12-s7,batch_grad,1616,2323,707,0.6412698412698413,-0.005103837808483189
d12-s7,batch_grad,1616,2424,808,0.6412698412698413,0.1392208706628266
d12-s7,batch_grad,1717,1818,101,0.6813492063492064,-0.15348907608027215
d12-s7,batch_grad,1717,1919,202,0.6813492063492064,-0.08058048516757195
d12-s7,batch_grad,1717,2020,303,0.6813492063492064,0.12208162442198599
d12-s7,batch_grad,1717,2121,404,0.6813492063492064,-0.0013437124408005917
d12-s7,batch_grad,1717,2222,505,0.6813492063492064,-0.12114060552140211
d12-s7,batch_grad,1717,2323,606,0.6813492063492064,0.04891892121160598
d12-s7,batch_grad,1717,2424,707,0.6813492063492064,0.046908871396833585
d12-s7,batch_grad,1818,1919,101,0.7214285714285714,0.4355581712531221
d12-s7,batch_grad,1818,2020,202,0.7214285714285714,-0.31395345488257825
d12-s7,batch_grad,1818,2121,303,0.7214285714285714,0.5158604316251859
d12-s7,batch_grad,1818,2222,404,0.7214285714285714,0.14114322589666603
d12-s7,batch_grad,1818,2323,505,0.7214285714285714,-0.06429867293436223
d12-s7,batch_grad,1818,2424,606,0.7214285714285714,0.06697402093692428
d12-s7,batch_grad,1919,2020,101,0.7615079365079365,-0.35132030157331856
d12-s7,batch_grad,1919,2121,202,0.7615079365079365,0.4356964697398892
d12-s7,batch_grad,1919,2222,303,0.7615079365079365,0.20599188751087172
d12-s7,batch_grad,1919,2323,404,0.7615079365079365,0.11498284726599074
d12-s7,batch_grad,1919,2424,505,0.7615079365079365,0.17056356893348565
d12-s7,batch_grad,2020,2121,101,0.8015873015873016,-0.14704667650438524
d12-s7,batch_grad,2020,2222,202,0.8015873015873016,-0.06051070251499519
d12-s7,batch_grad,2020,2323,303,0.8015873015873016,-0.15896574545818015
d12-s7,batch_grad,2020,2424,404,0.8015873015873016,0.02021043777754452
d12-s7,batch_grad,2121,2222,101,0.8416666666666667,0.08657543974463647
d12-s7,batch_grad,2121,2323,202,0.8416666666666667,0.008434812136342841
d12-s7,batch_grad,2121,2424,303,0.8416666666666667,0.18704142508344165
d12-s7,batch_grad,2222,2323,101,0.8817460317460317,-0.08245191709255156
d12-s7,batch_grad,2222,2424,202,0.8817460317460317,0.06824650973138228
d12-s7,batch_grad,2323,2424,101,0.9218253968253968,-0.01106221436230891
d12-s7,probe_grad,0,1,1,0.0,1.0135170016538073
d12-s7,probe_grad,0,2,2,0.0,1.0115962177163915
d12-s7,probe_grad,0,4,4,0.0,0.9689674435722022
d12-s7,probe_grad,0,8,8,0.0,0.21555204606148393
d12-s7,probe_grad,0,16,16,0.0,0.6570785384654036
d12-s7,probe_grad,0,32,32,0.0,0.5695544505183091
d12-s7,probe_grad,0,40,40,0.0,0.49873598402111446
d12-s7,probe_grad,0,64,64,0.0,0.3480227760292238
d12-s7,probe_grad,0,126,126,0.0,0.1224195038013409
d12-s7,probe_grad,0,252,252,0.0,0.04860188145647419
d12-s7,probe_grad,0,378,378,0.0,0.0340295155502501
d12-s7,probe_grad,0,400,400,0.0,0.03167713762993103
d12-s7,probe_grad,0,504,504,0.0,0.031078078134981667
d12-s7,probe_grad,0,630,630,0.0,0.027507839706741245
d12-s7,probe_grad,0,756,756,0.0,0.020998290230738247
d12-s7,probe_grad,0,882,882,0.0,0.01250119328090533
d12-s7,probe_grad,0,1008,1008,0.0,0.0145760333353703
d12-s7,probe_grad,0,1134,1134,0.0,0.012781843775699533
d12-s7,probe_grad,0,1260,1260,0.0,0.010341700733754657
d12-s7,probe_grad,0,1385,1385,0.0,0.011108742474497573
d12-s7,probe_grad,0,1511,1511,0.0,0.009703240283528503
d12-s7,probe_grad,0,1637,1637,0.0,0.009033516108659387
d12-s7,probe_grad,0,1763,1763,0.0,0.008750676617663324
d12-s7,probe_grad,0,1889,1889,0.0,0.010342063031885583
d12-s7,probe_grad,0,2015,2015,0.0,0.009572923619120653
d12-s7,probe_grad,0,2141,2141,0.0,0.010255862174830833
d12-s7,probe_grad,0,2267,2267,0.0,0.009551138641929711
d12-s7,probe_grad,0,2393,2393,0.0,0.009971222297758528
d12-s7,probe_grad,0,2519,2519,0.0,0.00989719380404421
d12-s7,probe_grad,1,2,1,0.0003968253968253968,1.0134057878078717
d12-s7,probe_grad,1,4,3,0.0003968253968253968,0.9748433188228498
d12-s7,probe_grad,1,8,7,0.0003968253968253968,0.21486267487493224
d12-s7,probe_grad,1,16,15,0.0003968253968253968,0.6625666465029489
d12-s7,probe_grad,1,32,31,0.0003968253968253968,0.5723882005039306
d12-s7,probe_grad,1,40,39,0.0003968253968253968,0.501732810450391
d12-s7,probe_grad,1,64,63,0.0003968253968253968,0.35052513170637045
d12-s7,probe_grad,1,126,125,0.0003968253968253968,0.12278626216451605
d12-s7,probe_grad,1,252,251,0.0003968253968253968,0.049474226558098564
d12-s7,probe_grad,1,378,377,0.0003968253968253968,0.034057964839207255
d12-s7,probe_grad,1,400,399,0.0003968253968253968,0.032020015225265194
d12-s7,probe_grad,1,504,503,0.0003968253968253968,0.03119689650316409
d12-s7,probe_grad,1,630,629,0.0003968253968253968,0.027721928395243692
d12-s7,probe_grad,1,756,755,0.0003968253968253968,0.021182235662444517
d12-s7,probe_grad,1,882,881,0.0003968253968253968,0.012736261766597444
d12-s7,probe_grad,1,1008,1007,0.0003968253968253968,0.014712167131828697
d12-s7,probe_grad,1,1134,1133,0.0003968253968253968,0.012856795094087532
d12-s7,probe_grad,1,1260,1259,0.0003968253968253968,0.010495607659896931
d12-s7,probe_grad,1,1385,1384,0.0003968253968253968,0.011197569722915182
d12-s7,probe_grad,1,1511,1510,0.0003968253968253968,0.009731877787149715
d12-s7,probe_grad,1,1637,1636,0.0003968253968253968,0.0090883997457973
d12-s7,probe_grad,1,1763,1762,0.0003968253968253968,0.008750084250088662
d12-s7,probe_grad,1,1889,1888,0.0003968253968253968,0.010385471744932206
d12-s7,probe_grad,1,2015,2014,0.0003968253968253968,0.009583665784325216
d12-s7,probe_grad,1,2141,2140,0.0003968253968253968,0.010287097581230318
d12-s7,probe_grad,1,2267,2266,0.0003968253968253968,0.009594118038057313
d12-s7,probe_grad,1,2393,2392,0.0003968253968253968,0.009989702510617036
d12-s7,probe_grad,1,2519,2518,0.0003968253968253968,0.009909291733789361
d12-s7,probe_grad,2,4,2,0.0007936507936507937,0.9864026037122248
d12-s7,probe_grad,2,8,6,0.0007936507936507937,0.21830745107475347
d12-s7,probe_grad,2,16,14,0.0007936507936507937,0.6752013029422282
d12-s7,probe_grad,2,32,30,0.0007936507936507937,0.5797425253486853
d12-s7,probe_grad,2,40,38,0.0007936507936507937,0.5090147827777242
d12-s7,probe_grad,2,64,62,0.0007936507936507937,0.35681733833939133
d12-s7,probe_grad,2,126,124,0.0007936507936507937,0.12340063083165889
d12-s7,probe_grad,2,252,250,0.0007936507936507937,0.051524056398912665
d12-s7,probe_grad,2,378,376,0.0007936507936507937,0.03400610637840239
d12-s7,probe_grad,2,400,398,0.0007936507936507937,0.03265991350448759
d12-s7,probe_grad,2,504,502,0.0007936507936507937,0.03145432679545421
d12-s7,probe_grad,2,630,628,0.0007936507936507937,0.028202308092817204
d12-s7,probe_grad,2,756,754,0.0007936507936507937,0.0215479963907554
d12-s7,probe_grad,2,882,880,0.0007936507936507937,0.013252106524496444
d12-s7,probe_grad,2,1008,1006,0.0007936507936507937,0.015069754735095494
d12-s7,probe_grad,2,1134,1132,0.0007936507936507937,0.013118181283062738
d12-s7,probe_grad,2,1260,1258,0.0007936507936507937,0.010831343049811681
d12-s7,probe_grad,2,1385,1383,0.0007936507936507937,0.011440398538735106
d12-s7,probe_grad,2,1511,1509,0.0007936507936507937,0.009821038262878177
d12-s7,probe_grad,2,1637,1635,0.0007936507936507937,0.00919104942041905
d12-s7,probe_grad,2,1763,1761,0.0007936507936507937,0.008781463992509168
d12-s7,probe_grad,2,1889,1887,0.0007936507936507937,0.010542808369232303
