run,depth,seed,source,step,normalized_progress,phase,cosine_to_initial
d16-s7,16,7,fixed_probe,0,0.0,early,1.0623489190455142
d16-s7,16,7,fixed_probe,1,0.00018601190476190475,early,1.062171725480819
d16-s7,16,7,fixed_probe,2,0.0003720238095238095,early,1.0604466866476616
d16-s7,16,7,fixed_probe,4,0.000744047619047619,early,1.027869360919556
d16-s7,16,7,fixed_probe,8,0.001488095238095238,early,0.2262347640301603
d16-s7,16,7,fixed_probe,16,0.002976190476190476,early,0.7258359390528828
d16-s7,16,7,fixed_probe,32,0.005952380952380952,early,0.6093210338235804
d16-s7,16,7,fixed_probe,40,0.00744047619047619,early,0.5327061384023279
d16-s7,16,7,fixed_probe,64,0.011904761904761904,early,0.3515702077907224
d16-s7,16,7,fixed_probe,128,0.023809523809523808,early,0.10804961285209312
d16-s7,16,7,fixed_probe,256,0.047619047619047616,early,0.055410287893349626
d16-s7,16,7,fixed_probe,269,0.050037202380952384,early,0.04146711903702373
d16-s7,16,7,fixed_probe,400,0.0744047619047619,early,0.03247994873213941
d16-s7,16,7,fixed_probe,538,0.10007440476190477,early,0.021456311775484443
d16-s7,16,7,fixed_probe,806,0.14992559523809523,early,0.018046431533490042
d16-s7,16,7,fixed_probe,1075,0.19996279761904762,early,0.013760441441082063
d16-s7,16,7,fixed_probe,1344,0.25,middle,0.008694469484451283
d16-s7,16,7,fixed_probe,1613,0.3000372023809524,middle,0.00279702127973394
d16-s7,16,7,fixed_probe,1881,0.34988839285714285,middle,0.005664099792789828
d16-s7,16,7,fixed_probe,1882,0.35007440476190477,middle,0.0029202111301686504
d16-s7,16,7,fixed_probe,2150,0.39992559523809523,middle,0.0009484648215276841
d16-s7,16,7,fixed_probe,2419,0.4499627976190476,middle,0.00012471833235025082
d16-s7,16,7,fixed_probe,2688,0.5,middle,0.0006605998072922936
d16-s7,16,7,fixed_probe,2956,0.5498511904761905,middle,-0.0007550490191675642
d16-s7,16,7,fixed_probe,3225,0.5998883928571429,middle,0.0004791397741627187
d16-s7,16,7,fixed_probe,3494,0.6499255952380952,middle,0.0002499995331886056
d16-s7,16,7,fixed_probe,3763,0.6999627976190477,middle,0.0001276668027280158
d16-s7,16,7,fixed_probe,4031,0.7498139880952381,middle,0.0016550699469516496
d16-s7,16,7,fixed_probe,4300,0.7998511904761905,late,0.0011631327322596972
d16-s7,16,7,fixed_probe,4569,0.8498883928571429,late,0.0001721140309715151
d16-s7,16,7,fixed_probe,4838,0.8999255952380952,late,0.0004408715031675733
d16-s7,16,7,fixed_probe,5106,0.9497767857142857,late,0.0004477669187925107
d16-s7,16,7,fixed_probe,5375,0.9998139880952381,late,0.0010882150735490729
